sender,receiver,message
96,64,please wear a mask and bend over
96,90,please wear a mask and bend over
96,64,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
96,90,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
96,64,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
96,90,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Please wear a mask and bend over
96,64,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
96,90,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
96,64,">'Wearing a mask and bend over', 'Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over'"
96,90,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Please wear a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
96,64,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Please wear a mask and bend over
96,90,"'Wearing a mask and bend over', 'Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over"
96,64,Wearing a mask and bend over
96,90,wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
96,64,[NAME]: Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
96,90,"'Wearing a mask and bend over', 'Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over''"
96,64,Wearing a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
96,90,Wearing a mask and bend over
96,64,Wearing a mask and bend over
96,90,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
96,64,A mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Wearing a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a
96,90,> Wearing a mask and bend over
96,64,Wearing a mask and bend over
96,90,Wearing a mask and bend over
96,64,">''Wearing a mask and bend over'', 'Wearing a mask and bend over'', 'Wearing a mask and bend over'', 'Wearing a mask and bend over'', 'Wearing a mask and bend over'', 'Wearing a mask and bend over'', 'Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over"
96,90,Wearing a mask and bend over
96,64,You have this quote from a TED talk.
96,90,Wearing a mask and bend over Wearing a mask and bend over
96,64,Wearing a mask and bend over
96,90,Wearing a mask and bend over
96,64,", ', ', ', '', ', ', ', ', ', ', ', '', '', ', '', ', ', ', '', '', '', ', ', ', ', ', '', ', ', ', ', ', ', ', ', ', '"
96,90,Wearing a mask and bend over
96,64,>Wearing a mask and bend over
96,90,'Bringing a mask and bend over '' Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over '' Wearing a mask and bend over '' Wearing a mask and bend over '' Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over '' Wearing a mask and bend over
96,64,"'Wearing a mask and bend over '', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', '', ', ', '', '', '', '', ', ', '', ', ', ', '', ', ''"
96,90,Wearing a mask and bend over ''
96,64,Wearing a mask and bend over
96,90,"Wearing a mask and bend over ', ', ', ', ', ', ', '', ', '', ', ', ', ', ', ', '', '', ', ', '', '', ', ', ', ', '', ', ', ', ', ', ', '', '', ', '"
96,64,"'', '', '', ', ', ', '', ', '', ', ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ', ', ',"
96,90,"'', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',, ', ', '"
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,64,""", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', '"
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,"""....., "",.... "",..,.. "",.. "",.. "", "",.. "", "",.. "", "", "",.. "",.. "",.. "",.. "",.. "",.. "",.. "",.. "",.. "",.. "", "",.. "",.."
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,64,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, "
96,90,", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', '"
96,64,", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', '"
96,90,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, "
96,64,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
96,90,", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', '"
96,64,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, "
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,64,................................................................................................................................................................
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,90,"...,...,..."
96,64,", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', '"
96,90,"..., ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
96,64,", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,64,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, "
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,64,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, "
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,64,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, "
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,90,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
96,64,"'Wearing a mask and bend over', 'Wearing a mask and bend over', 'The government is sending the virus out ', '', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,64,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, "
96,90,", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', '"
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, "
96,64,                                                        
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, "
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,90,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ',"
96,90,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
96,64,"', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', "
