sender,receiver,message
21,10,excellent example of the importance and reliance of everyone in the community to do their part the people that put themselves at risk everyday so you can have food safely produced and delivered to you to eat it s not hard to wear a mask on a run
21,17,excellent example of the importance and reliance of everyone in the community to do their part the people that put themselves at risk everyday so you can have food safely produced and delivered to you to eat it s not hard to wear a mask on a run
21,20,excellent example of the importance and reliance of everyone in the community to do their part the people that put themselves at risk everyday so you can have food safely produced and delivered to you to eat it s not hard to wear a mask on a run
26,21,i like wearing a mask because i can go out in public with a fat lip in and nobody knows
29,21,as uncomfortable as it may be especially with the conditions we work in i d rather adapt wear the mask and survive than contract the virus bc of what s more comfortable
31,21,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
21,10,The problem is you can't wear a mask on the ground so you've got to get it off the ground first - that's not something you want in your life. It can be used when you want to be surrounded by others and a person that has to feel uncomfortable and vulnerable because of the mask.
21,17,It's good to be around people who don't need to wear a mask to run.
21,20,It’s not too much to ask for more. It’s just going to be hard to fit in for longer than that.
26,21,"I have never been in public with a fat lip in. I can tell that I'm having a fun time without one, though."
29,21,As uncomfortable as it may be especially with the conditions we work in i d rather adapt wear the mask and survive than contract the virus bc of what s more comfortable
31,21,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
21,10,i love wearing a mask to go out with a fat lip in and nobody knows
21,17,I'm pretty sure people think that wearing a mask is a very dangerous way to wear a mask. I've been wearing a mask for years and my first experience with one has been sex with someone without one because they're afraid that I'm going to get a new job.
21,20,I want to tell you this:
26,21,I can see the mask in my face.
29,21,As uncomfortable as it may be especially with the conditions we work in i d rather adapt wear the mask and survive than contract the virus bc of what s more comfortable
31,21,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
21,10,What's the purpose of wearing a mask? Because they're not supposed to. They don't think they can do it properly.
21,17,"As someone who has been exposed to the virus for years, I'm going to say it's very scary and scary that I'm going to get a new job, and it's incredibly terrifying. It's also very uncomfortable to be exposed to it, and I don't think it's dangerous to be exposed to a new virus, which isn't as scary. I don't think it's too dangerous, but it's very dangerous."
21,20,This isn't a joke at all. It's a joke.
26,21,This sounds like a perfect metaphor for a woman with a problem with her self-esteem.
29,21,So... what? Is that all the other post of yours?
31,21,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
21,10,"I'm going to go on a run and think, ""Fascinating, I love a facial mask, because that's my job"" and then go and talk about that."
21,17,"Why don't you try to have a laugh while wearing a mask? It's not even funny, but it might make you feel better."
21,20,"There's a little bit of a r/AssociatePerson rant there, but it does look like the entire episode is a little bit too heavy."
26,21,"I always like wearing a mask because of my skin type. The fatties are fun! A little bit of it. I love to wear a sex mask because I think I look nice, and I know I don't want to be in public. I'm not a big fan of my bf, but when he comes into town with a nice one, he's going to come in with one. The more you wear the mask, the more uncomfortable it gets. If you do, he will never even wear a sex mask in the crowd. I"
29,21,As uncomfortable as it may be especially with the conditions we work in i d rather adapt wear the mask and survive than contract the virus bc of what s more comfortable
31,21,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
21,10,I don't think you're the one who's making this nonsense...
21,17,"So it is not funny when it's not funny, but you are wearing a mask because it's funny and you don't think it's funny or funny. And you can have a laugh if you wear a mask."
21,20,[This isn't a joke at all. It's a joke. This sounds like a perfect metaphor for a woman with a problem with her self-esteem.
26,21,"> 'I like wearing a mask because I think I look nice, and I know I don't want to be in public. I'm not a big fan of my bf, but when he comes into town with a nice one, he's going to come in with one. The more you wear the mask, the more uncomfortable it gets. If you do, he will never even wear a sex mask in the crowd. I""](https://en.wikipedia.org/wiki/wiki/wiki/y's/wiki/Y'"
29,21,as uncomfortable as it may be especially with the conditions we work in i d rather adapt wear the mask and survive than contract the virus bc of what s more comfortable
31,21,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
21,10,"As uncomfortable as it may be especially with the conditions we work in i d rather adapt wear the mask and survive than contract the virus bc of what s more comfortable Wearing masks does not help in stopping the virus, it's useless and I hate it. What's the purpose of wearing a mask? Because they're not supposed to. They don't think they can do it properly."
