source,target
1,7
1,2
1,17
1,37
1,50
1,26
1,28
1,30
1,11
1,16
1,38
1,33
2,6
2,13
2,24
2,45
2,15
2,33
2,7
2,34
2,31
2,1
3,7
3,43
3,30
3,14
3,13
3,35
3,10
3,50
4,17
4,23
5,48
5,8
5,49
5,10
5,27
5,39
5,13
5,21
6,39
6,34
6,9
6,50
6,22
6,43
6,7
6,44
6,2
7,21
7,3
7,16
7,28
7,24
7,22
7,49
7,47
7,20
7,26
7,42
7,38
7,9
7,12
8,37
8,48
8,23
8,4
8,10
8,5
8,28
8,42
8,39
8,36
8,15
9,16
9,22
9,43
10,42
10,35
10,43
10,32
10,14
10,8
10,38
10,7
11,1
11,46
11,22
11,26
11,20
11,32
11,38
11,45
11,15
11,33
11,40
12,32
12,42
12,45
12,17
12,4
12,40
12,47
12,31
13,33
13,30
13,48
13,4
13,5
13,35
13,2
13,11
13,20
13,9
13,49
13,18
13,22
13,3
13,37
14,26
14,38
14,12
14,4
14,36
14,30
14,23
15,12
15,23
15,7
15,10
15,2
15,44
15,43
15,3
16,13
16,17
16,2
16,27
16,45
16,15
16,40
16,7
16,9
17,8
17,30
17,11
17,5
17,3
17,2
17,27
17,7
17,38
17,13
17,33
17,29
18,3
18,34
18,23
18,14
18,7
18,6
18,9
18,2
18,41
18,45
19,9
19,2
19,41
19,47
19,37
19,48
20,45
20,24
21,27
21,33
21,28
21,26
21,32
21,12
21,4
21,29
21,43
22,47
22,44
22,16
22,24
23,1
23,40
23,31
23,25
23,12
23,38
23,11
23,48
23,41
24,40
24,22
24,46
24,20
24,28
24,21
24,33
24,6
25,38
25,15
25,45
25,31
25,33
25,36
25,18
25,35
25,44
25,49
25,48
26,30
26,21
26,10
26,45
26,7
26,42
26,31
27,49
27,37
27,7
27,9
27,2
28,36
28,31
28,8
28,5
28,42
29,13
29,31
29,39
29,8
29,25
29,6
29,24
29,42
29,23
29,11
29,49
29,2
29,28
30,20
30,1
30,46
30,23
30,13
30,41
30,12
30,10
30,44
30,34
30,15
31,17
31,38
31,47
31,13
31,43
31,46
31,18
31,12
31,28
31,50
31,42
31,26
32,42
32,5
32,16
32,10
32,19
32,23
32,7
32,25
33,45
34,45
34,19
34,28
34,15
34,1
34,11
34,29
34,33
34,20
34,39
34,31
34,37
34,47
35,38
35,28
36,15
36,31
36,46
36,7
36,27
36,29
36,25
36,9
36,44
36,12
37,4
37,15
37,16
37,3
37,30
37,38
37,2
37,34
37,25
37,31
37,13
38,24
38,49
38,22
38,3
39,32
39,24
39,31
39,33
39,46
39,47
39,9
39,5
39,40
39,21
39,42
39,12
39,13
39,18
39,35
40,15
40,28
40,2
40,26
40,35
40,30
40,37
40,12
40,17
40,24
40,39
40,20
40,6
40,11
41,46
41,24
41,11
41,15
41,39
41,44
41,40
41,29
41,31
42,48
42,31
42,29
42,36
42,26
42,49
42,46
42,30
42,14
43,33
43,5
43,27
43,9
43,17
43,35
43,31
43,3
43,49
43,38
44,18
45,15
45,16
45,5
45,33
45,23
45,29
45,10
45,27
45,32
45,44
45,50
45,1
45,42
45,25
45,39
46,21
46,47
46,6
46,31
46,4
46,30
46,39
46,41
46,36
47,13
47,22
47,16
47,11
47,19
47,4
47,1
47,39
47,41
47,48
48,50
48,14
48,17
49,16
49,34
49,19
49,21
49,25
49,38
49,33
49,22
49,41
49,30
49,14
49,40
50,1
50,41
50,20
50,10
51,37
51,31
51,38
51,36
51,8
51,33
51,39
51,11
51,9
51,48
51,47
51,4
51,5
51,1
51,16
