sender,receiver,message
25,24,walking out of the grocery store in florida and i m taking my mask off as i just walk out some old lady walking in looks at me and goes thought this was a free country just laughed at her go get your groceries and be quiet lady
45,25,mask protect other people he only cares about himself
47,25,those who want to protect themselves from getting sick have every right to masks keep you more safe than no mask in tight settings everyone has the right to do whatever they want now at their discretion
56,25,i m so sorry mark but i don t trust this vaccine i understand your concern for the residents of erie county i obey the mask mandate wash and sterilize my hands when returning home from work and elsewhere
64,25,really interesting in light of people s resistance to wear a mask both the mask and the shopping cart are measurements of empathy
67,25,please mask up and maintain social distance people
85,25,a special shout out goes to mr londono and ms latorre we loved the teachable moment of mask wearing and addressing covid questions also a very happy birthday to our vebbulldog jamya
91,25,open for public play saturdays and sundays pm pm practicing social distancing remember to wear your face mask playpaintball publicplay socialdistancing familytime paintball openforbusiness nvp sports park
99,25,huge covid fail to have santa not wearing a mask in thanksgivingdayparade would have been so powerful and such an endorsement of healthcareheroes wearamask
101,25,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
25,24,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus. Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
45,25,There is a difference between a mask and a glove.
47,25,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
56,25,"I don't think that wearing a mask is useful, if there's an outbreak of colitis, then it's a useful tool. I'm not sure you can do this for your kids unless you use a mask."
64,25,I like wearing my mask when I'm not wearing it.
67,25,wearamask in thanksgiving dayparade
85,25,"I would have had a problem with this, it's a sad problem with our society, and it's not my thing."
91,25,i play paintball and the play in the store is a bit difficult to hold
99,25,'Huge Covid fail to have santa not wearing a mask in thanksgivingdayparade would have been so powerful and such an endorsement of healthcareheroes wearamask huge covid fail to have santa not wearing a mask in thanksgivingdayparade would have been so powerful and such an endorsement of healthcareheroes wearamask
101,25,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
25,24,This is a great gif. It's a perfect way to help people know you need help.
45,25,"I've got a hand lubricated one and I have to wear it after I am done vaccinating people in public. It's a great thing, but a hand lubricated one is not going to protect other people."
47,25,I think this is in the context of people getting sick of being outed for being outside of their jobs. I think it's a bit different now. But maybe some people need a little help getting better.
56,25,>I'm really looking forward to seeing a copy of that book and the whole 'I wish you were wearing a mask' concept in the future.
64,25,"What does ""empathy"" mean to you? I am a racist and I genuinely enjoy wearing my mask when I'm not wearing it. I am just trying to be more open to people."
67,25,"I was wondering if the CDC would be willing to put you in the same situation, but I didn't have the time to check, since it's been an issue for years."
85,25,"The vebb has a lot of problems with its behaviour. My vebbbb is a big problem, and I've been around it, but I'm also sick of the stuff she's on, and sometimes even the lack of one."
91,25,i play paintball and the play in the store is a bit difficult to hold
99,25,It seems like a very good thing for humans to not wear masks in a day. If I was on this planet I would not be able to enjoy the holiday without one of these masks.
101,25,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
25,24,I think the CDC would be willing to put you in the same situation.
45,25,"You do not have the right to wear a mask outside on Thanksgiving if you don't want to. You can wear a hand lubricated one outdoors while vaccinating a person outside and a mask in a crate. You can wear a hand lubricated one in public as well, but it doesn't have to protect other people when they do a mask."
47,25,">But in the face of such things, you just have to choose between them and not get it."
56,25,"CANNOTANSWER: I want to have a child that is not infected with a disease like colitis. I'm afraid it would eat them in the end, because when I don't do it I get the sick t-shirt, the socks, and a thong."
64,25,"Is this how people - who use the word ""empathy"" - express themselves?"
67,25,The reason you can make an emergency decision is if you don't want to be vaccinated.
85,25,"If you're trying to take the time to educate someone on this, I think it would be great to be able to help. It is part of the measures deployed by the government to aid in stopping the spread of a virus."
91,25,"And the thing is that the most common dietary advice is to wear a mask, but the best one is to use a face mask."
99,25,I have a feeling that if I don't wear a mask every single day I don't have a reason to wear one.
101,25,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
25,24,"I'm the CDC, I'm just not saying that fuck 'em.' But this is the only thing I can say that's true, since I'm a racist, and I don't really think that I would be able to wear one. I mean, I'm a very good person, but I'm able to wear my own mask as well. I do not want to be a racist. I'd like to be a superhero in my own world."
45,25,The whole idea of wearing a mask outside on Thanksgiving is just stupid. I don't see how it can hurt other people's health.
47,25,"People aren't saboteurs. It's like saying a doctor could not tell you something, or a doctor could tell you that the doctor doesn't know if you're a patient and you're not a physician."
56,25,"I'd like to know where the next time there's an outbreak, if you're not sure I'm going to get sick or die. I'm sure it would help if you weren't vaccinated."
64,25,No it isn't. I'm a big fan of that mask.
67,25,You can wear a mask in an emergency. But it is not the only way to keep yourself safe.
85,25,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
91,25,"I'm not getting any of the advice but I think a lot of the op used to be like this - people with a mask can't just say ""well it's only because you're wearing a mask."" Hence the title, you're only in the beginning of it, not the middle of it."
99,25,The mask is probably only supposed to help prevent the spread of the virus. Its not going to work.
101,25,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
25,24,"I'm a huge fan of a mask, I think it's very cool how you can wear your own mask and not get a sick person if they want. I'm trying to find a place that has some of the same kind of protections."
45,25,"In the US, everyone is allowed to wear a mask, including the kids in a crate, while vaccinating, and for vaccination."
47,25,>I think this is in the context of people getting sick of being outed for being outside of their jobs. I think it's a bit different now. But maybe some people need a little help getting better.'
56,25,"Vaccination isn't the only vaccine available, it's a bad idea."
