sender,receiver,message
59,37,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
65,59,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are."
70,59,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things
83,59,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask
93,59,"Little blue ones are totally useless.Even the best don't work very well.Exhale smoke while wearing a mask,any mask and you will see the leakage. It's frightening how dumb they think all of is are."
94,59,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
59,37,They're not ok to talk about it. It's ok to talk about it if it doesn't work. They're just ok to complain about it.'
65,59,> Putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things things i have ever done in my entire life and i've done a lot of dumb things.
70,59,"Taking off a mask at work, is an important job and one that is in the hands of the doctor. It can also help with the job security. You can’t just be a doctor, and you cannot be a person who can’t walk 10 feet in the workplace."
83,59,"I don't think they do that, as you mentioned, the state does. I don't believe the state is allowed to mandate anyone to wear a mask. I think they do not have a mandate because they don't want to have a mandate that makes a person vaccinated."
93,59,It's frightening how dumb they think all of is are. Little blue ones are totally useless.
94,59,We are unable to keep your safety in check because of what you've described in this thread.
59,37,They're just ok to complain about it. They're just ok to complain about it.
65,59,"I don't really think the federal government should put a ban on putting on a mask, a lot of people don't think there is a problem here."
70,59,> Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus. This is what a lot of people forget about putting on a mask in public - the fact that it's the only way to stay safe and a clingy mask is enough to keep people from talking to each other.
83,59,I've been to a couple of events and my friend didn't know I was there. I was told I was in the wrong and I never did. I went to the first TWC in a few years and he said he didn't know until I was able to do that and he told me I needed to get the vaccinated.
93,59,You are not a fool.
94,59,"You have the right to wear a mask, and they aren't allowed to have it, even if you are a government employee. The government is allowing you to wear a mask and not be permitted to leave."
59,37,The government is allowing you to wear a mask and not be permitted to leave.
65,59,It sounds like the people who are going to make the issue a thing.
70,59,"I don't want to be a fool, but this is very weird."
83,59,"I like a nice mask. But I'd like to be in the midst of that shit. It's fun, but I'm not a fan of the government's protections, which I think are great."
93,59,I think the worst of those lies are fucked up and made up..
94,59,"OP: You have the right to wear a mask, and they aren't allowed to have it, even if you are a government employee. The government is allowing you to wear a mask and not be permitted to leave."
59,37,"A lot of people don't think the government should ban putting on a mask. It's an important job and one that is in the hands of the doctor. You can't just be a doctor, and you cannot be a person who can’t walk 10 feet in the workplace. I don’t think the federal government should put a ban on putting on a mask."
65,59,>They should have a big hooded mask. They need a big hooded mask.
70,59,I think I see this as a sign that there is no cure for HIV.
