sender,receiver,message
16,3,please leep your mask on i don t want you to be taken out by a virus that is not gone
16,10,please leep your mask on i don t want you to be taken out by a virus that is not gone
16,14,please leep your mask on i don t want you to be taken out by a virus that is not gone
16,15,please leep your mask on i don t want you to be taken out by a virus that is not gone
23,16,we keep hearing about how most kids quickly recover from covid pretty hard to recover from this wear a mask and if you can get vaccinated
30,16,another friendly reminder to vaccinate your kids wear a mask don t be racist and don t support d nald tr mp
32,16,was behind a guy at eleven who was wearing his welders mask he could have just said i forgot it when he didn t have a face mask but instead he put others first you know what you call a person like that a patriot
38,16,this month i personally know people that have gotten covid one of them past away this week please wear a mask
43,16,as someone who was there this weekend who lives in a conservative county in california the residents of texas where kind respectful and upheld mask ordinance better than mins of being back in california please let s not turn our backs on people who need help
52,16,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
53,16,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops
74,16,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops
87,16,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
92,16,I lose a mask at least four times a day. This whole thing is a scam.
16,3,i m not a fan of this guy but i don't know about this guy personally he's a good guy he gets into trouble for wearing a mask he could have just said i forgot it if he didn't have a face mask and instead he put others first
16,10,A mask is a tool of the government to aid in stopping the spread of a virus.
16,14,It's like a fad of a lie to make you want to fuck someone else who's got an infection and is trying to fix it. That's why they've stopped it.
16,15,"OP, I think OP is right about it that people don't wear masks and I don't want the same thing happen again. I want to wear a mask so I can do my thing and not try and get it out with the fucking doctor."
23,16,"If you were to die, a mask will make a person more likely to die. If it is a permanent damage, you have to get your health checked and have your health checked and be vaccinated as soon as possible. That means you don't have any reason to go vaccinated."
30,16,"Isn't it just me and my wife saying that we need to know what to do to prevent this? And if we can't, do what we want."
32,16,This was one of the stupidest things I've done in my entire life. I'm so scared of those who think putting on a mask to fend off an outbreak can be something like this.
38,16,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.this month i personally know people that have gotten covid one of them past away this week please wear a mask this month i personally know people that have gotten covid one of them past away this week please wear a mask this month i personally know people that have gotten covid one of them past away this week please wear a mask this month i personally know people that have gotten covid one of them past away this week please wear a mask this month
43,16,"Probably not so much on that front, it's just the reality that there are too many people on the news."
52,16,You are a smart ass who has a mask and can't talk.
53,16,If one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops i love coaching
74,16,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this 
87,16,">Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
92,16,The mask is only worn ten times and is worn ten times.
16,3,"Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus. As someone who was there this weekend who lives in a conservative county in california the residents of texas where kind respectful and upheld mask ordinance better than mins of being back in california please let s not turn our backs on people who need help Trump said it's ok not to wear a mask, and Ingraham said it's restricting our rights to keep us locked inside!"
16,10,I'm sure you already know what I'm talking about. You should definitely get on the phone and talk to the govt's medical team.
16,14,"Well, we can only say that as a ""tourist"" and not a ""fad"" of a lie. The government is the one that must act. The govt should take every measure to prevent this kind of thing."
16,15,">Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them. The mask is only worn ten times and is worn ten times."
23,16,"Are you a lawyer? Vaccinations are only a federal law that states that adults must wear a mask at the time of an infection. If you were to die, a mask will make a person more likely to die. If it is a permanent damage, you have to get your health checked and have your health checked and be vaccinated as soon as possible. That means you don't have any reason to go vaccinated."
30,16,"> It's really not necessary for a parent to be vaccinated, but is very important to a healthy child."
32,16,I'm not sure if you know what he meant.
38,16,"I do not like wearing masks in public, but I do wear a mask when I do not want to leave. I do not wear my mask when I go out, and if it is necessary to keep the game, I don't wear it."
43,16,> They also have a lot of money that is aimed at preventing an illness.
52,16,"I like how the person who has to wear a mask is being called a ""liar"" by a group of other people."
53,16,"a mask is supposed to protect the players from the virus,"
74,16,">We're a huge fan of this. i like wearing a mask, but i m sick of the prank. This sub is full of very stupid stuff. I guess people who play with a mask are going to have to put a mask on their players and assume the players are wearing a mask. IMO we need to find a way to hide the danger and protect the players. I guess people who play with a mask are going to have to put a mask on their players and assume the players are wearing a mask."
87,16,"Having a cloak on yourself, isn't an excuse to not have a mask."
92,16,I'm still scared and afraid of losing my mask and my purse.
16,3,"I'm sorry I couldn't answer this, because I am very allergic to them and have no idea what I'm referring to."
16,10,"I'm sick of the prank, but I'm sick of the real reason."
