sender,receiver,message
18,17,truth is there s a lot of differing opinions and plenty of studies that say they do help the real problem is that most of the people who are anti mask are just doing it to be jackasses instead of trying to be considerate
27,17,thanks ctl stay safe friends and wear mask if need to go out
36,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
37,17,the fact that wearing a mask is headline news vs just an assumption is a sad reality imagine seriously think about how you would react to reading the following in january of gov andrew cuomo wears pants as he arrives at the white house
41,17,can we developed a mask or helmet that will protect us from corona and that everyone would have to wear to go outside for a month or that would allow us to open up the economy again
42,17,i m wearing a mask outside while vaccinated because people like you are in my face why does it bother you to the point that you are asking random people why they are doing something that makes them feel safe
43,17,your mask go over your nose
57,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
64,17,i m starting to wear my mask at work again because i can t afford to get sick
90,17,the people who are completely anti mask i assume just repeated grades in elementary school more than once
18,17,"IANAL, but I would resent the people wearing them."
27,17,If you wear masks and do not respect a doctor's instructions in your city they are useless.
36,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
37,17,Then wear a mask.
41,17,> can we developed a mask or helmet that will protect us from corona and that everyone would have to wear to go outside for a month or that would allow us to open up the economy again
42,17,Vaccination and vaccination are different things.
43,17,you like teets?
57,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
64,17,"Well, first of all, don't get vaccinated. You're probably going to a more intense illness, especially when you don't have a vaccine."
90,17,They are anti maskers and they get them to work and rework their masks in order to stop the virus.
18,17,"Yes, they are necessary. That said, it is a problem that doesn't exist yet."
27,17,"You need to take a few seconds to explain your point of view, what is the point of wearing a mask?"
36,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
37,17,I see the problem. I'd like a simple 'Your mask go over your nose' - something to give the gist of what happened and not the obvious reason why he didn't take the time to explain it. Is it to prevent people from getting sick? The only idiocy is that we should take care of the kids by removing the mask and giving them a chance to recover in the future. I think this is an interesting topic.
41,17,>finally the topper on this covid cake when the mask mandate isn't lifted and accessible vaccines are still a few weeks out for most of us
42,17,What is the reason that you are being criticized for wearing a mask?
43,17,i like teets. it's ridiculous. i like teets.
57,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
64,17,CANNOTANSWER:
90,17,It's probably a bit odd that there's a lot of people who genuinely think a person can be antimasked without wearing it in school.
18,17,Is there a way for people to avoid getting hit with the new vaccine? Why are the people who think masks are useless and not useful?
27,17,The new rules are very complicated. I would just take my mask with me.
36,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
37,17,Is wearing a mask going to prevent people from getting sick? Is that what the current public health regulations are about?
41,17,I'm in the same boat. If I wear a mask I am going to get sick. I'm going to get sick and then have to wear a mask in the first place.
42,17,"I'm not sure what you're talking about, but I don't think if you wear a mask and are questioned about what a person 'you're wearing' is meant to be, then you should know."
43,17,"""What's the worst part about this situation? They're not being given the hazard pay they deserve."
57,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
64,17,CANNOTANSWER gets sick and wants to get vaccinated.
90,17,I don't like to dress as the antimawer. I wear them to school.
18,17,...but I would resent the people wearing them.
27,17,"When a doctor reprimands a woman who does not comply with the health order in her town, he gets to see if she knows something is wrong."
36,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
37,17,IANAL but i would like to make sure I have the health insurance to wear the mask for any of the new public health orders which include removing the mask mandate for fully vaccinated individuals. You can do this for free. I want to be in a position where you can have a sex and shave with a mask. You can do this for free.
41,17,I'm glad to see you have a good day. It's been my best practice as a volunteer to wear a mask on the field in a public area of Texas that I have been in a lot of trouble with.
42,17,Is there any way I'm not weird about wearing a mask in public?
43,17,It's a terrible and dishonest act that is not doing anything to stop the disease from spreading. It's a bad actor that is refusing to help in a way that is a little different.
57,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
64,17,"I've been feeling sick for about 10 years. You need to make a plan to work through it, as I can't afford a mask"
90,17,Why are you going to wear masks in the first video?
18,17,"Yes, I would resent the people wearing them. Wearing masks does not help in stopping the virus, it's useless and I hate it."
27,17,"CANNOTANSWER: I think the public health orders are quite valid. A sling or a mask, like you say, can still protect against the flu. That is, if you do get it right, then that should be it. Is there a reason people don't wear a mask? Because there are very few ways to prevent it."
36,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
37,17,Is wearing a mask going to prevent people from getting sick? Is that what the current public health regulations are about?
41,17,What is the problem with vaccines?
42,17,I don't know why people have a choice to be a doctor.
