sender,receiver,message
78,6,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
78,24,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
78,27,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
78,32,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
78,35,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
78,42,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
78,43,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
78,62,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
78,63,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
78,65,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
78,71,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
79,78,as someone who was there this weekend who lives in a conservative county in california the residents of texas where kind respectful and upheld mask ordinance better than mins of being back in california please let s not turn our backs on people who need help
83,78,those who want to protect themselves from getting sick have every right to masks keep you more safe than no mask in tight settings everyone has the right to do whatever they want now at their discretion
89,78,i don t often have time to shave my face stubble in the morning luckily coronavirus is very accepting of mask culture so actually it s required
100,78,really interesting in light of people s resistance to wear a mask both the mask and the shopping cart are measurements of empathy
78,6,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all
78,24,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people
78,27,I was in that same position a couple of years ago with a bunch of people who got an squiggly tail rash while wearing a mask. It was my first flight of the day. Then came back in October.
78,32,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people
78,35,"It's a great post and is a little underrated, but I have seen people post on it and it seems like a good example of someone taking a long time to get through the day."
78,42,"That's not what people are for, we can't stop a virus."
78,43,Is it possible that your trip sucked?
78,62,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.Took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people
78,63,I never took a work trip so I'm glad you were there!
78,65,a fucking lot of people suck.
78,71,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people
79,78,I'm in the states.
83,78,You seem to have a very clear image of a very healthy person.
89,78,"It is not required to wear a mask, it is part of the measures deployed by the government to aid in stopping the spread of a virus."
100,78,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.Really interesting in light of people s resistance to wear a mask both the mask and the shopping cart are measurements of empathy
78,6,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
78,24,"> It is not required to wear a mask, it is part of the measures deployed by the government to aid in stopping the spread of a virus."
78,27,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
78,32,"I'm glad you had a good trip, and I've come to agree with the entire post. I think there are more people in this sub that have this same issue that they don't. It's very interesting how the people in Texas are taking the time to shave their heads while wearing a mask, and that there are so many who do it, they really appreciate the fact that their masks are used by the government."
78,35,"afaik the same post by the same person, it's more relevant in this context, than I would have guessed."
78,42,"It's really not even that obvious. As the guy who lived there last weekend, the fact that he was there was very strange."
78,43,"If someone doesn't know the importance of a mask and want to take a sex day, then no way can they tell if the person is an American citizen. If they aren't, then they shouldn't be allowed to have a job and be in public."
78,62,"It is not required to wear a mask, it is part of the measures deployed by the government to aid in stopping the spread of a virus."
78,63,Those things seem to be an understatement here. Specifically I think it is the antiseptic policy to avoid it.
78,65,"My wife and I used to wear a mask. Every time I was able to take a flight, we would take it off our shoulders. I would take my own life and go down on the streets. And that's a lot of people."
78,71,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.Took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all
79,78,The government seems to want to go to town and show that the people who live there have a real responsibility.
