sender,receiver,message
19,3,open for public play saturdays and sundays pm pm practicing social distancing remember to wear your face mask playpaintball publicplay socialdistancing familytime paintball openforbusiness nvp sports park
19,6,open for public play saturdays and sundays pm pm practicing social distancing remember to wear your face mask playpaintball publicplay socialdistancing familytime paintball openforbusiness nvp sports park
23,19,we keep hearing about how most kids quickly recover from covid pretty hard to recover from this wear a mask and if you can get vaccinated
67,19,please mask up and maintain social distance people
73,19,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great
75,19,don t go to a party with a house full of ppl not wasting mask during a pandemic
89,19,i don t often have time to shave my face stubble in the morning luckily coronavirus is very accepting of mask culture so actually it s required
91,19,open for public play saturdays and sundays pm pm practicing social distancing remember to wear your face mask playpaintball publicplay socialdistancing familytime paintball openforbusiness nvp sports park
96,19,please wear a mask and bend over
97,19,walking out of the grocery store in florida and i m taking my mask off as i just walk out some old lady walking in looks at me and goes thought this was a free country just laughed at her go get your groceries and be quiet lady
101,19,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
19,3,"[Create the rules for this, please](https://en.wikipedia.org/wiki/Context/Create_a_man_by_the_human_man_by_the_human_man_by_the_human_man_by_the_human_man_by_the_human_man_by_the_human_man_by_the_human_man_by_the_human_man_by_the_man_by_the_human_man_by-a-man_by-the_man_by_"
19,6,The people who work in this state are so enlightened & compassionate that they're willing to wear their masks.
23,19,>We keep hearing about how most kids quickly recover from covid pretty hard to recover from this wear a mask and if you can get vaccinated another friendly reminder to vaccinate your kids wear a mask
67,19,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus. Please Mask up and maintain social distance people please Mask up and maintain social distance people please Mask up and maintain social distance people
73,19,"I'm not really that involved with his efforts to enforce that mandate, but it's nice to know that he doesn't do it. His entire team is in a terrible position to do it. I am not aware of the whole thing. I just don't think he should be ashamed of it. He should be ashamed to wear a mask, not in the same sense he has to."
75,19,Wearing a mask during a pandemic is part of the measures deployed by the government to aid in stopping the spread of a virus.
89,19,"I d love to go, it sounds like a nice place to run!"
91,19,"No, you don't want to be the ones that think that."
96,19,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask
97,19,"Wearing masks does not help in stopping the spread of the virus, it's useless and I hate it."
101,19,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
19,3,"*Rohds's definition of a ""powderbag"" is ""powderbag"": a word that describes one 'powderbag': ""Powderbag""."
19,6,"So, you're stating that you don't care about the fact that he's wearing a mask while playing a sport? Doesn't that mean he's going to wear a mask all day?"
23,19,Vaccination is about the prevention of infection and spreading a virus. It's just an example of what it would be like if it were not for a virus.
67,19,It's like saying you want to stay away from people. Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.It's an exercise in personal safety to keep people away from people.
73,19,It's hard to say what this guy is actually doing. I'm not the first person to have the dreadful attitude that he wants to make people happy if he is the one in charge of protecting people.
75,19,"People are sick. A pandemic is a problem. If you can't stop it by spreading the virus, you need a new one."
89,19,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
91,19,a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.a mask i can wear is part of the measures deployed by the government to aid in stopping the spread of a virus.
96,19,a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over
97,19,Wearing a mask helps in stopping the spread of the virus. Wearing a mask helps in stopping the spread of a virus. Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus. Wearing a mask helps in stopping the spread of a virus. Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus. Wearing a mask helps in stopping the spread of a virus. Wearing a mask helps in stopping the spread of a virus.
101,19,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
19,3,Why do you think a guy needs to wear a mask while he is playing? He seems pretty out of touch with a woman.
19,6,Wearing a mask during a pandemic is part of the measures deployed by the government to aid in stopping the spread of a virus.
23,19,I'm just saying. I'm really not one to talk about what the government has done. This is the government's way to give people the right to say they aren't wearing a mask and they don't want to say anything about it.
67,19,>I'm in the U.S. and i just can't get my eyes from the sun unless it rains. I've been getting sick the last few days so it's difficult to stay afloat on it.
73,19,"> I'm not really that involved with his efforts to enforce that mandate, but it's nice to know that he doesn't do it."
75,19,"[NAME]: ""Wearing a mask during a pandemic is part of the measures deployed by the government to aid in stopping the spread of a virus."
89,19,"I was looking for a list of places to buy and have the same experience. I tried a face shave before a marathon and the next day there was one of them with a mask in it that I wore, and then shaved it a bit, and it didn't work."
91,19,"In terms of the NSA, there is a huge difference between this and a full-on, mass armed group that tries to destroy other groups."
96,19,Wearing a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over
97,19,Wearing a mask helps in stopping the spread of a virus. Wearing a mask helps in stopping the spread of a virus. Wearing a mask helps in stopping the spread of a virus.
101,19,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
19,3,CANNOTANSWER:
19,6,I am an avid pandemic watcher. I would shave after a long run.
23,19,"It's a joke, and one of the many reasons why we should not put ourselves in a mask."
67,19,It's not a joke. It's a joke. It's a joke.
73,19,The government has to do something. Its not something that's a little dangerous or offensive. It's a government thing.
75,19,"It's also the joke. I like to think of the term as ""I'm not a doctor, but I would like to be able to show my friend what you mean."""
89,19,You can't use a mask to do any work. You can use a helmet as a mask.
91,19,>We are just a bunch of people with a mask
96,19,Wearing a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please
97,19,> I've never met anyone who thinks the same thing about wearing a mask.
101,19,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
19,3,CANNOTANSWER explains what's going on:
19,6,They're not like a bunch of people with a mask. They're just as insensitive.
23,19,It was really a good joke. The Secret Santa is a great movie.
67,19,This is one of those things where your hands don't even get tucked in the bag of food.
