sender,receiver,message
60,15,please wear a mask and bend over
60,18,please wear a mask and bend over
60,20,please wear a mask and bend over
60,27,please wear a mask and bend over
60,29,please wear a mask and bend over
60,32,please wear a mask and bend over
60,34,please wear a mask and bend over
60,45,please wear a mask and bend over
62,60,i like wearing a mask because i can go out in public with a fat lip in and nobody knows
63,60,huge covid fail to have santa not wearing a mask in thanksgivingdayparade would have been so powerful and such an endorsement of healthcareheroes wearamask
70,60,as encouraging as this news is please remember that this new cdc guideline still calls for wearing masks in federal facilities including airports mask wearing vaccinated or not is still required at syr and all u s airports
83,60,those who want to protect themselves from getting sick have every right to masks keep you more safe than no mask in tight settings everyone has the right to do whatever they want now at their discretion
86,60,can we developed a mask or helmet that will protect us from corona and that everyone would have to wear to go outside for a month or that would allow us to open up the economy again
87,60,i m wearing a mask outside while vaccinated because people like you are in my face why does it bother you to the point that you are asking random people why they are doing something that makes them feel safe
96,60,please wear a mask and bend over
97,60,walking out of the grocery store in florida and i m taking my mask off as i just walk out some old lady walking in looks at me and goes thought this was a free country just laughed at her go get your groceries and be quiet lady
101,60,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
60,15,"Wearing a mask doesn't help, it is useless and I hate it."
60,18,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over
60,20,Wearing a mask and bend over is part of the measures deployed by the government to aid in stopping the spread of a virus.
60,27,Wearing a mask and bend over is part of the measures deployed by the government to aid in stopping the spread of a virus. Please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over
60,29,"You need to wear a mask if you think it's harmful, but it's necessary and necessary."
60,32,"We must be so careful! I can't tell from the comment itself how hard it would be if people wore a mask. If you don't want to be harmed in a bad way, I would think you would be more cautious than most people of the world would be if you were putting on a mask."
60,34,Isn't wearing a mask part of the measures deployed by the government to aid in stopping the spread of a virus? Because no.
60,45,"This is not a meme, this is a comment."
62,60,I used to wear a mask in public when I was a kid.
63,60,"He's the man. We should wear a mask, and that means being able to tell when a person is sick or just not listening to him. He's the man. The government isn't supposed to use his mask for anything, they're supposed to wear a mask."
70,60,I live in a cdc airfield and every time we use the airports to control the spread of a virus it's mandatory and you can't wear a mask because you can't vaccinate people. We need to vaccinate people.
83,60,"i'm in nevada, and i've always wanted a mask so i can just be in the middle of a park or on a lane and not look too worried about getting it in tight settings"
86,60,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.Can we develop a mask or helmet that will protect us from corona and that everyone would have to wear to go outside for a month or that would allow us to open up the economy again can we developed a mask or helmet that will protect us from corona and that everyone would have to wear to go outside for a month or that would allow us to open up the economy again can we developed a mask or helmet that will protect us from corona and that everyone would
87,60,"What do you think people are saying is, the fact that this is not a problem is a symptom of HIV. It is a disease and it's a virus that can cause people to feel more secure when they are in contact with the virus."
96,60,Wearing a mask and bend over is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over
97,60,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
101,60,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
60,15,"The government isn't supposed to use it for anything, they're supposed to wear a mask. The government isn't supposed to use it for anything. The government isn't supposed to wear a mask to prevent the spread of a virus. Wearing a mask and bend over is part of the measures deployed by the government to aid in stopping the spread of a virus. Wearing a mask and bend over is part of the measures deployed by the government to aid in stopping the spread of a virus."
60,18,I don't know if I'd think it'd be a good idea.
60,20,"I'm really sorry but I also don't think people would ever be able to use the words ""medical mask"" or ""medical mask"". This seems to me to be a pretty ambiguous post."
60,27,People should wear masks in public to prevent or combat disease.
60,29,I hate to be a dick but people here seem to have a bad sense of humor...
60,32,Wearing a mask and bend over is part of the measures deployed by the government to aid in stopping the spread of a virus. Wearing a mask and bend over is part of the measures deployed by the government to aid in stopping the spread of a virus.
60,34,"The first post was just a joke, not a meme."
60,45,"The guy in the headline is saying that it was a symptom of a virus, and that wearing a mask and bend over means you are trying to stop it from spreading. I'm so sorry he's in a position to call it a problem."
62,60,"It's a hazy thing to do for fear of a virus. It doesn't work for me, and I think a lot of people are just wearing it for fun. People have already tried to use it for good. It makes it more threatening to others. It's like saying I'm in the same boat, I'm in the same boat as you and you're not a bad person."
63,60,"Apparently, that's the reason everyone is in the first place:"
70,60,"Vaccines are not mandatory in many countries, but some will even have them. That's really crazy. I’m actually a bit of a vebbulldog, so I’m definitely going to wear a mask."
83,60,I can imagine how many people don't realize this is a standard part of government policy.
86,60,>Waring a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.Can we develop a mask or helmet that will protect us from corona and that everyone would have to wear to go outside for a month or that would allow us to open up the economy again Can we developed a mask or helmet that will protect us from corona and that everyone would Wearing a mask or helmet that will protect us from corona and that everyone would have to wear to go outside for a month or that would allow us to open up the economy
87,60,Wearing a mask outside is part of the measures deployed by the government to aid in stopping the spread of a virus.
96,60,Wearing a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and
97,60,You don't know this as well as the other people here...
101,60,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
60,15,"The first post was just a joke, not a meme. The guy in the headline is saying that it was a symptom of a virus, and that wearing a mask and bend over means you are trying to stop it from spreading."
60,18,"So this post is what is being used to make a point of blaming the government for ""waring a mask and bend over""? The post has gone into detail to make it seem like this was a joke."
60,20,This seems to me to be a pretty ambiguous post.
60,27,I hate to be a dick but people here seem to have a bad sense of humor... Wearing a mask and bend over is part of the measures deployed by the government to aid in stopping the spread of a virus.
60,29,"I like this, but I think this might sound like a gimmick..."
60,32,I know a little bit about these things. I'm a guy in the Army and I do have a rash every time I'm out in public i'll go out and do stuff like that.
60,34,Wearing a mask and bend over means you are trying to stop it from spreading.
60,45,"This is a problem, I hate to be a dick, but people here seem to have a bad sense of humor."
62,60,He's wearing a mask to stop the spread of the virus. He's wearing a mask to stop the spread. He hasn't been trying to stop the spread.
63,60,"I'm a little late, but I'll take the first test I can get to the police station tomorrow and bring a test to the phd clinic."
70,60,"I’m going to say what’s interesting is that the CDC is going to put a policy into effect immediately, as the government is supposed to stop the spread of a virus."
83,60,"In my opinion, it's a little silly to assume that people are going to wear a mask to keep themselves in check."
86,60,I don't know why anyone is fucking with the idea of wearing a mask.
87,60,">Waving a mask outside while vaccinated... but the states still do not allow that. I do not know how to make it feel safe, but I think it's just part of the job."
