sender,receiver,message
17,31,wholeheartedly agree in the last weeks i have had a friend lose his mom to covid and other friend hospitalize with it yesterday i have quit talking to family who insist they don t believe superspreader events happen in churches and people have a right to not wear a mask
22,31,some of these people s face masks be looking like they stink so bad using the same mask for the past days
30,31,i stay home other than the ride to chemo amp when we stop for gas i sit in the car cussing all the non mask wearers do they not care who they may have already killed or may kill i m fighting for my life with st breast cancer don t kill me with covid i want the vaccine
31,5,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,9,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,10,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,11,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,12,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,14,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,23,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,24,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,29,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,32,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,33,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,37,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,44,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,48,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
45,31,cruel and mask mandate don t even belong in the same sentence give me a break
49,31,masks are nothing but a placebo unless you have a surgical grade mask there really is no point even the sainted dr faucci admitted it at the beginning of all this i am pro vaccine my family are all cleared but the new idea that all the children need to be shot now is idiocy
17,31,"""I vote Biden you will be singing with a mask on because he will make masks mandatory for life a muffled Sebastian Bach i wouldn t pay to see you now and certainly not pay to see you with a mask on trump if you vote Biden you will be singing with a mask on because he will make masks mandatory for life a muffled Sebastian Bach i wouldn t pay to see you with a mask on Trump"
22,31,I think the only person in your world who doesn't want a mask is a politician with a mask on.
30,31,Tell me about your vote for Romney.
31,5,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,9,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,10,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,11,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,12,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,14,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,23,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,24,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,29,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,32,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,33,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,37,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,44,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,48,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
45,31,I think everyone should be using the first two digits of the vaccinated code to elicit this response.
49,31,Well the masks don't stop it.
17,31,"Yes, it is. But you do have to take your mask off until after the vote if you want to see the effects on children."
22,31,"I read about the mask being mandatory because he was a politician, and he thought it was ""uninspiring."""
30,31,"Well, if you really don't want a vaccinated person, i think you should. Obviously you don't like to go to the doctor. And if you don't, then you should not be allowed to have them. What if you don't get the vaccine yourself? Do you feel like the first person who was in the room was hysterical with it?"
31,5,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,9,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,10,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,11,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,12,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,14,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,23,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,24,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,29,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,32,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,33,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,37,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,44,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,48,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
45,31,"I'm against the new mask and the way they are going. I'm against the new mask and the way they are going. I'm against the new mask and the way they are going. I think it's an important point that everyone should have a right to wear a mask, but if everyone wanted to, there are very very many other issues that can be overcome by wearing a mask."
49,31,... I'm against the new mask and the way they are going. I'm against the new mask and the way they are going.
17,31,"I am not a politician, but I do get a feeling that I'm being a bitch and that the masks aren't helping my family or the government. I think it's something people can do to combat a pandemic, especially if they're on a mask in the office."
22,31,I am going to go visit my mom now.
30,31,"I think the 'hysterical' person is just using a slur to create a 'puppet' reaction, so maybe he's right."
31,5,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,9,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,10,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,11,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,12,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,14,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,17,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,23,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,24,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,29,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,32,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,33,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,37,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,44,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,48,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
45,31,People wearing masks that's not enough to stop a pandemic from spreading is going to cause a famine. The point of a pandemic is to prevent the spread. It's the reason why people have a life. It is a sign of social ineptitude.
49,31,A man who has been in this pandemic and a man who is still alive and has not been in the middle of it is in the middle. He has not even been in the middle.
17,31,CANNOTANSWER and his family wore masks all the time and it was uncomfortable for them.
22,31,"CANNOTANSWER is the first one to describe how she feels about 'it's a pretty good thing that people get sick'. She's referring to wearing a mask, 'wearing it is pretty good', but I don't really think anyone has to say that."
30,31,"""I think it's an important point that everyone should have a right to wear a mask, but if everyone wanted to, there are very very many other issues that can be overcome by wearing a mask."""
31,5,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,9,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,10,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,11,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,12,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,14,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
