sender,receiver,message
26,1,i like wearing a mask because i can go out in public with a fat lip in and nobody knows
26,4,i like wearing a mask because i can go out in public with a fat lip in and nobody knows
26,5,i like wearing a mask because i can go out in public with a fat lip in and nobody knows
26,11,i like wearing a mask because i can go out in public with a fat lip in and nobody knows
26,20,i like wearing a mask because i can go out in public with a fat lip in and nobody knows
26,21,i like wearing a mask because i can go out in public with a fat lip in and nobody knows
31,26,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
26,1,"That's why my parents would always wear them and put my own hair on the back of my head. I thought it was funny, it was so cute and I like wearing it to do it when I was younger"
26,4,"There is a mask in the US, there is a fat lip in there. There is a sex mask and there is a fat lip, and there is an nagging feeling of no physical contact with the skin."
26,5,I like wearing a mask because I can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because 
26,11,I like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing
26,20,i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask because i can go out in public with a fat lip in and nobody knows i like wearing a mask
26,21,"I have never been in public with a fat lip in. I can tell that I'm having a fun time without one, though."
31,26,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
26,1,The fatties are fun! A little bit of it
26,4,It would probably be more difficult to get out of my nose if I went out in public with a fat lip in.
26,5,"I can't tell if it's a racial or sexual stereotype, but if it's a gender stereotype, it's a valid point of view for many people."
26,11,"a fat lip in is the sexiest thing, it's not a healthy thing to do in a day."
26,20,I'm sure the guy with the fat lip in doesn't know what he's talking about.
26,21,I can see the mask in my face.
31,26,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
26,1,"It would probably be more difficult to get out of my nose if I went out in public with a fat lip in. I can't tell if it's a racial or sexual stereotype, but if it's a valid point of view for many people. A fat lip in is the sexiest thing, it's not a healthy thing to do in a day. I'm sure the guy with the fat lip in doesn't know what he's talking about."
