sender,receiver,message
59,35,woman come on guys says you gotta wear a mask to go in there woman if you re not vaccinated woman exactly woman s daughter my momma says she s naturally vaccinated
59,45,woman come on guys says you gotta wear a mask to go in there woman if you re not vaccinated woman exactly woman s daughter my momma says she s naturally vaccinated
59,46,woman come on guys says you gotta wear a mask to go in there woman if you re not vaccinated woman exactly woman s daughter my momma says she s naturally vaccinated
59,54,woman come on guys says you gotta wear a mask to go in there woman if you re not vaccinated woman exactly woman s daughter my momma says she s naturally vaccinated
61,59,finally the topper on this covid cake when the mask mandate isn t lifted and accessible vaccines are still a few weeks out for most of us
70,59,i flew for the first time since march it was mostly fine but some folks wore their masks as chin slings i have glasses and wore my mask over my nose for hours and they didn t fog up i also had plenty of oxygen over the nose people
74,59,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops
101,59,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
59,35,"I am a coach, and my mother has the most positive experience with vaccines with her mom, so I feel bad for the parents who are not vaccinated."
59,45,"This is exactly the part I'm afraid is missing, and when they say you can't wear a mask it's pretty much just a general rule. The fact is, you can wear your mask in the air but at the same time be in your helmet. There is a lot of pressure there to wear a mask in air."
59,46,You are just going to have to eat a whole bunch of cheese in order to eat a ton of cheese. That s too much.
59,54,"Hey there, I'm a coach and this is something I'm doing in school. I'm not wearing a mask at all because I hate going out on the air with people I don't want to fly with."
61,59,I don't know about vaccines. Maybe they're just waiting to get them and then we'll see how they look if they don't take the steps they should take.
70,59,"It looks like they're causing this, you guys?"
74,59,"I have no doubt about the mask wearing reluctance among the reasons for reluctance on some health agencies and places to urge mask wearing is the concern about the shortage of masks for medical workers Wearing masks does not help in stopping the virus, it's useless and I hate it."
101,59,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
59,35,I don't get the question of why the parents aren't vaccinated. They're not vaccinated.
59,45,The reason you're getting more information from the article is because there is no shortage of medical equipment to wear the masks in the air and the shortage of medical equipment for doctors causing these issues is because of it.
59,46,"Are you worried about the virus, or are you worried that the virus can't be eliminated or that there is a shortage of vaccines for medical workers?"
59,54,There is nothing wrong with a mask. It's basically a uniform that you have to wear with you.
61,59,"I'm glad Santa's not wearing a mask in this post, especially because it's so important to the story and it's just a joke."
70,59,i feel like I'm just being too passive aggressive.
74,59,"I don't think you'll win. But you will still be able to go to work and go for it. You'll be able to get on in a few months, and I'm not sure what you'll do without it."
101,59,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
59,35,My mom's actually having issues with vaccines since she was born with it. She is being euthanized for a month. It's kind of disgusting and I've a hard time believing it has been removed.
59,45,"I'm a coach, and my mom is a teacher, and she has a mask, so a mask is not necessary."
59,46,The word'mask' came from [the article](http://en.wikipedia.org/wiki/mask_spelling).
59,54,"""hey there, I'm a coach and this is something I'm doing in school. I'm not wearing a mask at all because I hate going out on the air with people I don't want to fly with."""
61,59,"I think people are getting angry about the lack of medical benefits for the people who do not wear masks, and aren't actually interested in it."
70,59,"It sounds like you're gonna have to do the best to be the best and keep your head out of the air. ""I like wearing my mask to prevent the spread of ebola."""
74,59,What would be the point of a mask in the US if it wasn't for the medical profession?
101,59,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
59,35,"I think people are getting angry about the lack of medical benefits for the people who do not wear masks, and aren't actually interested in it."
59,45,My mom is having issues with vaccines since she was born with it. She is being euthanized for a month. It's kind of disgusting and I've a hard time believing it has been removed.
59,46,CANNOTANSWER WHAT THING IS THE BEST CHOICE OF GETTING FUCK EVIL EVIL?
59,54,I'm not sure if this is a joke or not.
61,59,"I'm not going to give you a full answer, but what's the matter? Do you have any ideas?"
