sender,receiver,message
13,10,don t go to a party with a house full of ppl not wasting mask during a pandemic
16,10,hispanics people are not follow the rules by wearing a face mask and social distance during sprinkler water hydran on the street
19,10,hi everyone plz just wear a mask i don t wanna be unemployed again
30,10,i stay home other than the ride to chemo amp when we stop for gas i sit in the car cussing all the non mask wearers do they not care who they may have already killed or may kill i m fighting for my life with st breast cancer don t kill me with covid i want the vaccine
32,10,please help by following the order so we can remain open and safe for everyone whether you agree with the mask or not we need to follow the order and please be kind to the staff if they remind you they are just trying to do their job thank you all for your understanding
33,10,those who want to protect themselves from getting sick have every right to masks keep you more safe than no mask in tight settings everyone has the right to do whatever they want now at their discretion
48,10,thank you for requiring mask wearing in the house hall it is unfortunate a selfish delusional minority of house members must be forced to consider the welfare of others
53,10,as mask ordinances okc is extended covid surges and okc has no icu beds available
62,10,prioritize your comfort over the life of another human being masks are a little uncomfortable sure but do i want to risk spreading the virus to people who cannot afford to get the virus not at all wear a mask
67,10,breaking indianapolis city county council has voted to ratify new public health orders which include removing the mask mandate for fully vaccinated individuals the health orders now go to the mayor to be signed
69,10,says the no mask wearing breaker of hers laws to get her ends dyed
74,10,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops
81,10,please wear a mask amp bend over
98,10,due to an obvious difference in size as in body size anti masker reluctantly adjusted his mask responsible citizen is over feet tall big the type of person you don t want to fight unless you absolutely have to
13,10,Why are people not wasting a mask?
16,10,"> if hes going to be stupid enough not to wear a mask then he deserves what he gets hopefully he doesn t infect anyone else Wearing masks does not help in stopping the virus, it's useless and I hate it."
19,10,hi everyone plz just wear a mask i don t wanna be unemployed again
30,10,It's a little too late to start. Are you worried about safety for everyone?
32,10,Hey there! I got a full-body mask for my birthday. I am not allergic to all kinds of things.
33,10,I don't wear a mask at all in public.
48,10,Thank you for requiring mask wearing in the house hall it is unfortunate a selfish delusional minority of house members must be forced to consider the welfare of others
53,10,I think a lot of people have no idea what the issue is that is affecting the public health.
62,10,I feel like the only thing that is a little uncomfortable with the virus is a mask. :(
67,10,"I was in Miami when I got vaccinated. When I got back, I didn't want to bother vaccinate my kids. Now I have an empty mask, i've got a new one."
69,10,Hey! Do you have any questions? Because I do.
74,10,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops i love coaching
81,10,Please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask amp bend over please wear a mask amp bend over please wear a mask amp bend over please
98,10,I can't believe that this is actually not true 
13,10,"> The word 'i'm so sorry to hear this but is your mother a dick about your vaccination mandate? Wearing masks does not help in stopping the virus, it's useless and I hate it."
16,10,"I'm a person in the US, and this is all over my news. I want people who live in this country to become the best, most rounded, most successful, and most caring citizens in the world. I want people that live in an area where they have been harmed in ways that I can't and cannot."
19,10,"Well first of all, do you think this is a good story? That's not my story."
30,10,"> 'I stay home other than the ride to chemo amp when we stop for gas i sit in the car cussing all the non mask wearers do they not care who they may have already killed or may kill i fight for my life with st breast cancer don't kill me with covid i want the vaccine', ""It's a little too late to start. Are you worried about safety for everyone?"""
32,10,This sounds very very unhygienic. I know some people that are just being incredibly sarcastic.
33,10,IANAL. But wearing a mask in public. Wearing a mask in public is probably the best solution.
48,10,"Hi! I'm a nurse, and i'm a teacher. I was a nurse. We had a family that wanted to get vaccinated, but there wasn't enough medical work available. They rented out an office with the medical staff and had the medical staff put in extra training, and we all got sick and didn't have the medical equipment to go. I did get vaccinated and went to the dentist, and the dentist told me not to come, and he rented a car. We got to work and got vaccinated and we"
53,10,i don't think you have to wear a mask to keep a pandemic from spreading. you can't tell me what kind of mask is what i would wear and what kind of illness would cause.
62,10,"> It's definitely not going to happen, but there is no reason why you should wear a mask. It's not a very good idea."
67,10,Are you a citizen? Is there any reason for me to wear masks as a chin sling?
69,10,"OP, did you know the law against wearing a mask is the law against driving a car? Is she a gay or lesbian?"
74,10,"OP, We are going to see a fight about the effect of a mask in the US on the players, but the question is if they should be able to wear a mask?"
81,10,"When I got vaccinated, a mask and a thigh-high headband a few days ago? That's what's making me want to wear a mask."
98,10,"They are the part of the virus that makes it unheard of to be considered a threat to the public. If they didn't try to make a difference in size, then you don't need to wear a mask. The problem is that they don't do this."
13,10,"I've seen a lot of people say ""why do you have a mask on? I want one to protect me from my family's virus, but I have nothing against it. ah, i don't really want to wear a mask when i go to work."
16,10,> why do you say the phrase mask up was on the front page of the print edition of the inquirer this morning i was suddenly overcome with the urge the yeet the whole paper into the street when i grabbed it from my stoop
19,10,"A few weeks before the vaccine will be available, we need to change the mandate for the vaccine. The masks will be mandated soon, so the government can take the required shit."
30,10,"> I've never worn a mask, I just need to wear a mask. I'm not sure I want it in the future but you sound very confused and I think it's a little too late to start."
32,10,"> We will always have a mask in the country, but we never get enough of it. If it doesn't fit then you shouldn't wear a mask or a mask over a mask and a bend over. how many u-paws do you need to get?"
33,10,When did you get vaccinated?
48,10,"They are still requiring masks, and I don't think there's much you can do about it. You sound like a nice, understanding guy."
53,10,"You should wear a mask, so your mom is not in any danger of getting sick."
62,10,Why are you wearing a mask?
67,10,"CANNOTANSWER is an American citizen. He thinks the public health orders are quite valid. A sling or a mask, can still protect against flu. That is, if you do get it right, then that should be it."
69,10,I have a friend who is a paramedic that re-taintes his facial hair.
74,10,The question is: Why do you wear a mask? Is it because of the medical staff?
81,10,Is that what you wanted to wear?
98,10,"[NAME] says, ""Wearing masks does not help in stopping the virus, it's useless and I hate it. If you are going to fight with a man who is over ten thousand years old and has no strength, go with the hulk mask. How would that be acceptable to the virus?"
13,10,"This ain't what it's cracked up to be, right?"
16,10,"I grew up in a place with more than 100 people with that sort of thing. I had an aunt who wore a mask for a few years. My mom did not want her to get the vaccinated because they were afraid to get her hands on her. She also didn't want to get the Covid vaccine because of what she had done, and that she just wanted to be protected. I'm not going to change my mind, but I want to see this issue, and it will make me uncomfortable if it doesn't have to be."
19,10,"CANNOTANSWER: ""We need to change the mandate for the vaccine. The masks will be mandated soon, so the government can take the required shit."""
30,10,This is the first time I have heard this one:
32,10,The family member who gets sick by wearing the mask is a moron. He should go to a local hospital to get vaccinated.
33,10,"Is that the right answer? They would probably be better at keeping their masks on, and protecting themselves from the virus? When did you get vaccinated?"
48,10,I want to ask my dad. His father wants to know. He would like to know this and tell me.
53,10,"IANAL, OP: I can't understand how you could sass on a mask and bend over it? IANAL, OP: I am not an attorney for medical personnel and they can use that excuse to boot up and be responsible for disciplinary action against them Exactly! They're not gonna stop wearing it because there is a shortage of masks for healthcare workers."
62,10,Why is it so fucking cold outside?
67,10,"Are you a citizen? The CDC and the mayor have decided that the mandate is ineffective and unnecessary and people should be vaccinated. I think that the public health order is quite valid. It could protect against the flu, but I'm not sure that it is quite accurate."
69,10,"Are you sure you don't have a helmet? If so, you'll lose your job."
74,10,CANNOTANSWER:
81,10,I don't know how you would get a mask and bend over and bend over and bend over and bend over and bend over a mask and bend over and bend over and bend over a mask and bend over a mask and bend over and bend over and bend over and bend over over and bend over over over and bend over over a mask and bend over and bend over please wear a mask and bend over and bend over please wear a mask and bend over please wear a mask and bend over and bend over please wear a mask and bend over
98,10,"There are lots of things that are more interesting about the problem than you think. There is no one that is not an expert. If they don't agree that it's a good idea to wear a mask, they aren't going to fight."
13,10,What is the law on wearers that is enforced?
16,10,"That's probably a a bad idea. This would be an interesting, and probably sexist, idea, especially since it's not a medically valid issue. I think if you don't wear a mask and you don't get vaccinated for the virus, that is not a problem."
19,10,"CANNOTANSWER is telling his boss that wearing a mask on your face isn't an option, so he should wear it while working. It's more efficient than a mask in front of the manager if he can get sick. And they drew them from Georgia as a prequel in the Bible."
30,10,"[I'm not sure how to respond, but i am trying to figure out how to respond.]"
32,10, I want to get a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please Please
33,10,CANNOTANSWER FUCK UP IM JUST A COUNT! How about the scars on your face and I can't breathe without a mask?
48,10,"CANNOTANSWER: My mother wasn't a good parent, a bad dad, or a douche."
53,10,Why is the employer not allowed to keep the masks on the workers?
62,10,>Why is it so fucking cold outside? How many times have you heard the virus in your mouth? I don't know why you have to wear a mask when it is in your system?
67,10,There's a number of people who want to do this.
69,10,>...because she is not entitled to hazard pay and is not entitled to any type of health care.
74,10,"CANNOTANSWER: I love to wear a mask at work. I'm very happy with the hive mind if I'm wearing it. I don't see a need for it for me, but I do not want to wear it, and I don't work. IANAL:"
81,10,"I'm sorry, sir, I have no idea where you are going :(,"""
98,10,"My therapist told me in a very similar vein this past Sunday that when I was about 6 feet tall I was going to go to the gym and shave my face with a facial mask. I was afraid that my dick would start bleeding out of it, I knew I had facial cancer and I tried to go to the gym. She told me that if I did, I'd be more likely to get a facial cancer diagnosis, and the doctor told me not to wear it, and that I would still be a face mask for the rest of the week and never get a facial"
13,10,"> I'm afraid the people in Georgia are really underpowered. I've been using my mask all the time for my family, and I've been wearing my mask all the time for my family, and I've been wearing my mask over a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please"
16,10,I've been wearing a mask for years that I don't like because they hide a body part. OP has a very different sense of humor.
19,10,I'm just asking a question.
30,10,"I'm not sure what your reaction to the quote means, but if I was the guy who was going to put on a mask I would be ecstatic."
32,10,What does it say? The government is trying to force it on people. The government is trying to force it on them.
33,10,How did you get vaccinated?
48,10,"I think that if the CDC were to repeal the mandate, the CDC would be making it up."
53,10,What is your name? No.
62,10,>Why is it so fucking cold outside? How many times have you heard the virus in your mouth? I don't know why you have to wear a mask when it is in your system? It's really the same way you describe a group of people. And how they feel?
67,10,CANNOTANSWER is an advocate for a ban on vaccinating. This is a bad idea because you have to vaccinate someone.
69,10,The article is dissenting because the article is on the topic of how people use a mask and that is the real issue.
74,10,"CANNOTANSWER is an example of what the [National Patient Safety and Health Authority](http://www.npda.org/) has to offer for people who have an emergency to wear a mask, with some exception. Wearing masks does not help in stopping the virus, it's useless and I hate it."
81,10,>I wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over Please
98,10,I can't think of an argument that is as relevant as the other.
13,10,[(http://en.wikipedia.org/wiki/Maladrid_sundays_in_gaeland-cannabis_maped_from_mamed_to_the_mamed_sunday_with_mamed_in_gaeland_dead_by_their_mamed_to_the_mamed_dead_by_their_mamed_by_heart_to_the_d
16,10,I've seen this happen before.
19,10,Why do you think the government is infringing on rights to the US?
30,10,"A good candidate for president is a man who possesses a ""semen"" to give out a swish of his body to a sick, sick person on the planet. It's going to be interesting, but the man doesn't have to wear a mask to make a deal, and it's not going to happen. He's a man who's got a swish of his own. Hence why he has a mask."
32,10,The word is a part of your conversation with the government that has been used a lot to get me through this thread. It's not like the whole thing is an argument to be made here.
33,10,I can't really say that a vaccination mandate is a joke. I don't think they're the answer.
48,10,"""When someone is getting sick it's not the best time to take a mask off. I'm going to ask my dad if he's going to get sick if it's too hot outside."""
53,10,"[What's the problem with wearing masks? I don't understand why. The problem with wearing them all the time, but it's not as if they are the simplest way to get help.](http://www.npda.org/) has to offer for people who have an emergency to wear a mask, with some exception."
62,10,Vaccines should be banned on the CDC's pandemic list. It's a great idea if the CDC can find out what the ddoxmm vaccine is.
67,10,How many people have a vaccination mandate for a pig?
69,10,How is the article dissenting?
74,10,IANAL is an example of what the National Patient Safety and Health Authority (NPHHA) has to offer for people who have an emergency to wear a mask.
81,10,"The first part of this is so annoying and insensitive that people say ""Okay, if you like wearing a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please wear a mask and bend over please please"
98,10,As an Australian. I don't understand how someone can be too young to be wearing masks or be over-size in terms of appearance and appearance. It's very easy for an A-level bodybuilder to wear a mask if a slender person is over-sized.
13,10,I just can't find any other reasons why I wear a mask when I'm sick.
16,10,"I just wrote the same comment as you. I was joking, but I am a very smart person and I am very sensitive to his views. I really admire his sense of humor, but it’s also very insensitive to how he responds to such a'shame'."
19,10,"CANNOTANSWER'S boss is trying to convince his boss that wearing a mask on your face isn't an option, so he should wear it while working. It's more efficient than a mask in front of the manager if he can get sick. Hey! Are you going to Georgia? Because you're not going to Georgia because you think the apocalypse of the mask is a very good joke to make, and you think a dick would not exist in Georgia. Clearly it's about the US government."
30,10,"I know this is a very valid point and I think I agree with it but I don't think the message is well received, and i've never heard it attributed to me."
32,10,>why would you wear a mask when you've never had a problem with getting vaccinated by your employer?
