,0,1
0,2,"['is under so many federal investigations and reviews its getting hard to keep track right now h', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""I don't want to lose any business, and I'm not sure I can stop it."", ""Whether it's just me or if I'm an expert on the matter, is subject to much debate."", '""I hate it. You\'re a huge douchebag! You know he\'s going to go sour and i\'ll tell him to get away with it?""', ""What's the difference? Are you a jerk on the matter?"", '""Wearing masks does not help in stopping the virus, it\'s useless and I hate it.""']"
1,4,"['is under so many federal investigations and reviews its getting hard to keep track right now h', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""I don't want to lose any business, and I'm not sure I can stop it."", ""Whether it's just me or if I'm an expert on the matter, is subject to much debate."", '""I hate it. You\'re a huge douchebag! You know he\'s going to go sour and i\'ll tell him to get away with it?""', ""What's the difference? Are you a jerk on the matter?"", '""Wearing masks does not help in stopping the virus, it\'s useless and I hate it.""']"
2,11,"['is under so many federal investigations and reviews its getting hard to keep track right now h', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""I don't want to lose any business, and I'm not sure I can stop it."", ""Whether it's just me or if I'm an expert on the matter, is subject to much debate."", '""I hate it. You\'re a huge douchebag! You know he\'s going to go sour and i\'ll tell him to get away with it?""', ""What's the difference? Are you a jerk on the matter?"", '""Wearing masks does not help in stopping the virus, it\'s useless and I hate it.""']"
3,25,"['is under so many federal investigations and reviews its getting hard to keep track right now h', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""I don't want to lose any business, and I'm not sure I can stop it."", ""Whether it's just me or if I'm an expert on the matter, is subject to much debate."", '""I hate it. You\'re a huge douchebag! You know he\'s going to go sour and i\'ll tell him to get away with it?""', ""What's the difference? Are you a jerk on the matter?"", '""Wearing masks does not help in stopping the virus, it\'s useless and I hate it.""']"
4,12,"['investigations  amp   is in trouble with the', ""I'm afraid if you don't have a mask that you shave your head off, the virus will come back on you."", 'I don\'t know if I understand you as a person. What does ""Wearing masks does not help in stopping the virus, it\'s useless and I hate it."" mean to you?', ""I hate it because it's ridiculous."", ""I'm so surprised the president doesn't have a lot of information regarding the customs partnership. Whether it's just me or if I'm an expert on the matter, is subject to much debate."", 'This is a major red flag that many people are having.', ""I mean, it's kind of sad that the president has to deal with this issue because it's so common.""]"
5,17,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it.""]"
6,21,"['the only way to stop these people  for now is at the ballot box  are you out there registering voters are you', 'This is wrong the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'The US was banned from the EU for a period of two years. I doubt the US would give them a chance to go back to the US if they did not reciprocate over the customs partnership.', 'I hate the NSA. I hate this virus.', '> I hate the NSA. I hate this virus.', 'I am very sorry. Why do you say that?', ""I'm going to ask my dad if he wants a part time job or not. I think that's an interesting question. I can't revert back to the way I started a job at the time but I think if he wanted an open position he would be more of a slut.""]"
7,23,"['if youre not sure what to do go to   and find a chapter in your area  they will give you work to', 'Mr. Thompson did not expect the eu to reciprocate over the customs partnership what that means is uk coll.', 'mr thompson said he did not expect the eu to reciprocate over the customs partnership what that means is uk coll', '> I hate the NSA. I hate this virus.', '>The government has to say about the customs partnership? ""The government has to say about the customs partnership?', 'i would have said : ""why would he get away with that?', '> Why would he get away with that? Why would he get away with that? Why would he get away with that? Why would he get away with that? Why would he get away with that? Why would he get away with that?']"
8,26,"['join me on a brief tourwe start in ca where folks need to look here', ' Mr thompson said he did not expect the eu to reciprocate over the customs partnership', 'Are you really sure that the US is not going to troll you?', 'Are there any reasons the US government is allowing people to leave?', 'I have a problem with this. What about the ""I am in the U.S. and have the following information. The US was banned from the EU for a period of two years. I doubt the US would give them a chance to go back to the EU if they did not reciprocate over the customs partnership?', '""It’s been a long time since I\'ve seen this.', ""A friend of mine is a big proponent of US policies to curb the government's misuse of our laws. She's been using it all along for over a decade now and has been actively focusing on this. The last time I saw anything that says anything about a government shutdown was in 2011 when the country was not part of the u.s.""]"
9,28,"['then punch in  and note that parent entity has an incomplete report for  that was rejected', ""It's not a good plan, but it's wrong."", 'he slurred a lot of information to make sure that he will be able to work to a point where he can stop people from voting.', 'OP:...I like to think that we are trying to stop the virus, but that we are being under so much pressure to help.', ""Yes, it's a good plan."", 'So, you know what I’m doing:', ""It doesn't make sense to me, it just sounds like something the government is doing. What I'm saying is, I'm not sure if I can get around the idea of making an alleged conspiracy, or just that the government isn't working to stop the NSA.""]"
10,30,"['now we fly over to ny where there is a similar site punch both feins using dashes after first  numbers here', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", '...I like to think that we are trying to stop the virus, but that we are being under so much pressure to help.', ""Isn't it safe to wear a mask while I'm walking around a hotel?"", ""I'm surprised the US government is allowing people to leave the country for other reasons than to do what the NSA says."", ""I don't care. I love people like you. I've made sure that no one will be mad or embarrassed about what you've said."", 'Yes. I hate this. But it’s not a virus. It’s a disease. That’s why it’s a virus.']"
