,0,1
0,4,"['investigations  amp   is in trouble with the', ""I'm afraid if you don't have a mask that you shave your head off, the virus will come back on you."", 'I don\'t know if I understand you as a person. What does ""Wearing masks does not help in stopping the virus, it\'s useless and I hate it."" mean to you?', ""I hate it because it's ridiculous."", ""I'm so surprised the president doesn't have a lot of information regarding the customs partnership. Whether it's just me or if I'm an expert on the matter, is subject to much debate."", 'This is a major red flag that many people are having.', ""I mean, it's kind of sad that the president has to deal with this issue because it's so common.""]"
1,8,"['investigations  amp   is in trouble with the', ""I'm afraid if you don't have a mask that you shave your head off, the virus will come back on you."", 'I don\'t know if I understand you as a person. What does ""Wearing masks does not help in stopping the virus, it\'s useless and I hate it."" mean to you?', ""I hate it because it's ridiculous."", ""I'm so surprised the president doesn't have a lot of information regarding the customs partnership. Whether it's just me or if I'm an expert on the matter, is subject to much debate."", 'This is a major red flag that many people are having.', ""I mean, it's kind of sad that the president has to deal with this issue because it's so common.""]"
2,14,"['investigations  amp   is in trouble with the', ""I'm afraid if you don't have a mask that you shave your head off, the virus will come back on you."", 'I don\'t know if I understand you as a person. What does ""Wearing masks does not help in stopping the virus, it\'s useless and I hate it."" mean to you?', ""I hate it because it's ridiculous."", ""I'm so surprised the president doesn't have a lot of information regarding the customs partnership. Whether it's just me or if I'm an expert on the matter, is subject to much debate."", 'This is a major red flag that many people are having.', ""I mean, it's kind of sad that the president has to deal with this issue because it's so common.""]"
3,22,"['investigations  amp   is in trouble with the', ""I'm afraid if you don't have a mask that you shave your head off, the virus will come back on you."", 'I don\'t know if I understand you as a person. What does ""Wearing masks does not help in stopping the virus, it\'s useless and I hate it."" mean to you?', ""I hate it because it's ridiculous."", ""I'm so surprised the president doesn't have a lot of information regarding the customs partnership. Whether it's just me or if I'm an expert on the matter, is subject to much debate."", 'This is a major red flag that many people are having.', ""I mean, it's kind of sad that the president has to deal with this issue because it's so common.""]"
4,25,"['investigations  amp   is in trouble with the', 'foreign governments are not the only ones looking closely at  public filings as   and', ""I'm afraid if you don't have a mask that you shave your head off, the virus will come back on you."", 'What does Mr. thompson have to say about the customs partnership?', 'I don\'t know if I understand you as a person. What does ""Wearing masks does not help in stopping the virus, it\'s useless and I hate it."" mean to you?', 'What is your reason for not knowing what the president is doing with your freedom of speech?', ""I hate it because it's ridiculous."", ""It's illegal to build a customs partnership for us, because the U.S. is now banned from the EU for a period of 2 years."", ""I'm so surprised the president doesn't have a lot of information regarding the customs partnership. Whether it's just me or if I'm an expert on the matter, is subject to much debate."", ""'I hate the NSA. I hate this virus. '"", 'This is a major red flag that many people are having.', ""What happened if my company hasn't done something? It's been a long time since I've seen this. What happened if your company hasn't done something? I'm surprised the US government is allowing people to leave the country for other reasons than to do what the NSA says."", ""I mean, it's kind of sad that the president has to deal with this issue because it's so common."", ""I've seen this too many times in a lot of different countries.,,,,, (), (), (), (, )""]"
5,26,"['investigations  amp   is in trouble with the', ""I'm afraid if you don't have a mask that you shave your head off, the virus will come back on you."", 'I don\'t know if I understand you as a person. What does ""Wearing masks does not help in stopping the virus, it\'s useless and I hate it."" mean to you?', ""I hate it because it's ridiculous."", ""I'm so surprised the president doesn't have a lot of information regarding the customs partnership. Whether it's just me or if I'm an expert on the matter, is subject to much debate."", 'This is a major red flag that many people are having.', ""I mean, it's kind of sad that the president has to deal with this issue because it's so common.""]"
6,27,"['investigations  amp   is in trouble with the', ""I'm afraid if you don't have a mask that you shave your head off, the virus will come back on you."", 'I don\'t know if I understand you as a person. What does ""Wearing masks does not help in stopping the virus, it\'s useless and I hate it."" mean to you?', ""I hate it because it's ridiculous."", ""I'm so surprised the president doesn't have a lot of information regarding the customs partnership. Whether it's just me or if I'm an expert on the matter, is subject to much debate."", 'This is a major red flag that many people are having.', ""I mean, it's kind of sad that the president has to deal with this issue because it's so common.""]"
7,28,"['investigations  amp   is in trouble with the', ""I'm afraid if you don't have a mask that you shave your head off, the virus will come back on you."", 'I don\'t know if I understand you as a person. What does ""Wearing masks does not help in stopping the virus, it\'s useless and I hate it."" mean to you?', ""I hate it because it's ridiculous."", ""I'm so surprised the president doesn't have a lot of information regarding the customs partnership. Whether it's just me or if I'm an expert on the matter, is subject to much debate."", 'This is a major red flag that many people are having.', ""I mean, it's kind of sad that the president has to deal with this issue because it's so common.""]"
8,13,"['not to be outdone investigations  and', 'How do we stop the virus?', ""Wearing masks does not help in stopping the virus, it's useless and I hate it. Wearing masks does not help in stopping the virus, it's useless and I hate it. Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""I've been in an interview with a doctor about how masks are not useful in stopping viruses."", 'This is just my favorite piece of advice, thank you for posting it', ""I hate wearing masks, but a lot of things help if he's going to go sour with you?"", "">How did you not read the comments? What's the difference? Are you a jerk on the matter?""]"
9,20,"['news flash trump is not going to unblock you jared has security clearance gorsuch is approving laws based o', 'What is wrong the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', ""Do you like to wear masks, or do you wear a mask, or do you wear a mask, or do you prefer to wear a mask, and that's the last thing you need to do?"", 'So I\'m going to have to say, ""You know, if I want to build a customs partnership for you, then I have to be ready to do it.""', ""You are being facetious. You're an idiot. But you're just being a whiny, elitist, and self-deprecating asshole. It doesn't matter what you do to make me feel better about you. You have no idea how the world works, but if you're going to go and do something that isn't wrong, you have no idea what it is, and you need a break from it."", 'The government has to say what the government has to say? The government has to say what it has to say? What is the difference between the HSRC and the Obamacare plan?', ""It's probably worth a try. But the government doesn't seem to be getting out of the way.""]"
10,21,"['the only way to stop these people  for now is at the ballot box  are you out there registering voters are you', 'This is wrong the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'The US was banned from the EU for a period of two years. I doubt the US would give them a chance to go back to the US if they did not reciprocate over the customs partnership.', 'I hate the NSA. I hate this virus.', '> I hate the NSA. I hate this virus.', 'I am very sorry. Why do you say that?', ""I'm going to ask my dad if he wants a part time job or not. I think that's an interesting question. I can't revert back to the way I started a job at the time but I think if he wanted an open position he would be more of a slut.""]"
