,0,1
0,1,"['extraordinary evidence at treasury committee from jon thompson ceo of hmrc on customs and brexit today', 'i wonder how much of the evidence has changed in the last few weeks?', 'OP, is there any reason he wants to be tre?', 'CANNOTANSWER OP: OP does not need to wait for the plethora of things going on in your country, as you stated.', 'CANNOTANSWER CANNOTANSWER CANNOTANSWER CANNOTANSWER CANNOTANSWER CANNOTANSWER CANNOTANSWER', 'The article says there are over 700 federal investigations and reviews, and that H is under so many federal investigations and reviews, and that H is in a difficult phase.']"
1,2,"['theresa mays new customs partnership is much cheaper for business almost zero cost  because it seeks to replicat', ""i like the guy's attitude"", 'What is the name of the hmrc / HMRC on customs and brexit?', ""So you can't call the president a traitor and not know what he's doing?"", 'This is why this is why the restraining order is so unconstitutional and a little misleading.', 'The article also mentions that there are over 700 federal investigations and reviews.']"
2,3,"['theresa mays new customs partnership is much cheaper for business almost zero cost  because it seeks to replicat', ""i like the guy's attitude"", 'What is the name of the hmrc / HMRC on customs and brexit?', ""So you can't call the president a traitor and not know what he's doing?"", 'This is why this is why the restraining order is so unconstitutional and a little misleading.', 'The article also mentions that there are over 700 federal investigations and reviews.']"
3,31,"['theresa mays new customs partnership is much cheaper for business almost zero cost  because it seeks to replicat', ""i like the guy's attitude"", 'What is the name of the hmrc / HMRC on customs and brexit?', ""So you can't call the president a traitor and not know what he's doing?"", 'This is why this is why the restraining order is so unconstitutional and a little misleading.', 'The article also mentions that there are over 700 federal investigations and reviews.']"
4,45,"['theresa mays new customs partnership is much cheaper for business almost zero cost  because it seeks to replicat', ""i like the guy's attitude"", 'What is the name of the hmrc / HMRC on customs and brexit?', ""So you can't call the president a traitor and not know what he's doing?"", 'This is why this is why the restraining order is so unconstitutional and a little misleading.', 'The article also mentions that there are over 700 federal investigations and reviews.']"
5,93,"['theresa mays new customs partnership is much cheaper for business almost zero cost  because it seeks to replicat', ""i like the guy's attitude"", 'What is the name of the hmrc / HMRC on customs and brexit?', ""So you can't call the president a traitor and not know what he's doing?"", 'This is why this is why the restraining order is so unconstitutional and a little misleading.', 'The article also mentions that there are over 700 federal investigations and reviews.']"
6,11,"['its not just the  whos interested in pruitt  the  commit', 'theresa mays new customs partnership is much cheaper for business almost zero cost because it seeks to replicat both would not be ready by max fac needs years customs partnership requires mr thompson saidthe bord its not just the whos interested in pruitt the commit not to be outdone investigations and this is wrong the judge can', 'CANNOTANSWER OP: OP does not need to wait for the plethora of things going on in your country,', 'CANNOTANSWER OP: CANNOTANSWER OP', 'CANNOTANSWER OP:', '""We don\'t know that this is a scam.']"
7,12,"['investigations  amp   is in trouble with the', 'do you mean a tv series or video game set?', 'CANNOTANSWER OP:', "">> I don't know what to say"", '> The article says there are over 700 federal investigations and reviews, and that H is in a difficult phase.', '> the word ""h"" is often abused, or even compared to ""h"" as in ""h"".']"
8,13,"['not to be outdone investigations  and', ""what is the reason you're asking me to do this?"", 'IANAL but i think that the obama trial for neocon is over? Does h do all the reporting on the FBI vs the government of thomas johnson on a daily basis?', 'How many federal investigations and reviews does the HMRC have?', ""He's not the President."", 'How can he get a job?']"
9,32,"['then look carefully  amended bylaws filed almost four years late on  june  in nyclinton family illegall', 'Mr thompson said he did not expect the eu to reciprocate over the customs partnership what that means is uk coll', 'IANAL but i think a lot of people are confused about this and are wondering if a government agency needs to do a restraining order on all private individuals.', ""It is a scam, if you're looking for a shit-picking or treason-seeking lawyer."", 'I want to talk to your attorney.', ""Yes, he is an adult, so it is not a lot of job a matter. Almost everything is an election. There's a lot of people there, the reason it is an election and the people here are genuinely apathetic.""]"
10,33,"['on  we have provided a link to the  november  agreement with national archives where', 'What is the problem with a customs partnership?', ""Why is 'uk coll' mentioned as being part of the EU?"", 'If someone takes the u.s. government into a foreign country, they will find the aforementioned “compass” that is under dispute with them.', 'This is a great post, but you seem to be missing the obvious here.', ""I mean, the US and Russia don't have the same ancestry, but the USA has the same ancestry, so they can't really argue.""]"
11,40,"['that gun on their nightstand began to get louder and louder some may have actually picked it up only to put it', 'IANAL but i think a lot of people are confused about this and are wondering if a government agency needs to do a restraining order on all private individuals. i guess the answer is very simple : the only way the government can restraining you is if it is a private company.', '> Is this a scam? Is this a scam?', 'CANNOTANSWER:', 'The judge can make a condition ofclause in any probation suspended sentence deferred sentenc', 'A judge is a dummy. It is a dummy and it is a dummy.']"
12,47,"['i dont know when or why we decided that shunning evidencebased policy was the best way forward but its not a go', 'how long have you had the option to purchase an android tv box?', 'How many federal investigations and reviews is it getting hard to keep track right now?', ""CANNOTANSWER'S LIKE THE BOBY."", 'CANNOTANSWER OP CANNOTANSWER CANNOTANSWER OP CANNOTANSWER CANNOTANSWER', 'How does the judge consider the tyranny of the treasury committee?']"
13,51,"['as toby pointed out heres an interesting time that  misspelled ny ag schneiderman now', 'i really wish that provided a tv box that was the full android tv but that was vanilla google with the abi', 'r/ChemicalCity is currently being published in an online journal titled ""the most i\'ve heard in a while how many federal investigations and reviews its getting hard to keep track right now?', 'The phrase ""h"" is often abused, or even compared to ""h"" as in ""h"".', 'CANNOTANSWER CANNOTANSWER', 'CANNOTANSWER CANNOTANSWER CANNOTANSWER CANNOTANSWER CANNOTANSWER']"
14,53,"['part  qanon takes on conservative censorship and youtubepurgefyi ch mods seem to have removed the antiq', 'what would it look like if your company was looking to sell to you? if it based on your location?', 'i really wish that provided a tv box that was the full android tv but that was vanilla google with the abi Then why did he leave for r/ChemicalCity today?', 'CANNOTANSWER: The word ""h"" is often abused, or even compared to ""h "" as in ""h"". A new sub, called ""dots"" or ""dots"" is a good way to go about this, since the two people have different names.', 'Mr. Obama, the president of a republican party, is a politician, the president of the republican party is a person, a politician and a party.', 'CANNOTANSWER CANNOTANSWER CANNOTANSWER CANNOTANSWER CANNOTANSWER']"
15,58,"['part  qanon posts link to the summary of what trumps mission is and what the american patriots are up against', 'both would not be ready by max fac needs years customs partnership requires mr thompson saidthe bord', 'A new sub, called ""dots"" or ""dots"" is a good way to go about this, since the two people have different names. One of them is known to work in the chemical industry - he is probably still working for a pharmaceutical company.', 'CANNOTANSWER OP', 'The US Treasury Department has done a lot of work to try to protect Americans.', 'CANNOTANSWER CANNOTANSWER']"
16,64,"['survey world immigration laws and sample the best to create a model immigration code give federal judges p', ""is the most i've heard in a while"", 'how can the judge consider the tyranny of the treasury committee?', 'Is this the latest episode of a political conspiracy?', '> How does the judge consider the tyranny of the treasury committee?', 'Can you go to a lawyer for the next 5 minutes?']"
17,70,"['part  qanon continues to taunt snowdensays can get him at any time and seems to suggest he is in the forbi', 'Do you think that the obama trial for neocon is over?', 'It\'s interesting how the court judges make a ""catch up"" to a pending criminal charge.', 'I think that he is using his own information to cover his mistakes and his work.', ""IANAL but in all likelihood the afaik is not a criminal justice system. ''So it is under so many federal investigations and reviews its getting hard to keep track right now h is under so many federal investigations and reviews its getting hard to keep track right now h is under so many federal investigations and reviews its getting hard to keep track right now h is under so many federal investigations and reviews its getting hard to keep track right now h is under so many federal investigations and reviews its getting hard to keep track right now h is also reviewing whether s pal dravis"", '""I think that he is using his own information to cover his mistakes and his work. What about you? I think that he is using his own information to cover his mistakes and his work. What about you? I think that he is using his own information to cover his mistakes and his work.']"
