,0,1
0,2,"['the brexiter favourite max fac  would cost business between  and bn a year thats almost  of gdp jus', ""How much do you think he's spending on the sex shaming thing?"", 'CANNOTANSWER OP', ""OP is not a lawyer. He is not a lawyer. He is an analyst. The FTIG reported on the government at its latest meeting with a report. He says that the US government isn't giving a shit about the government and the people it represents."", 'The fbi is suing the defendant. That would be a legitimate question to answer.', '""The US is not a democracy but a democracy"" is an adjective.']"
1,18,"['i should also add as i accidentally left it out of tweet  that should papadopoulos have a suspended or defer', 'mr thompson said he did not expect the eu to reciprocate over the customs partnership what that means is uk coll', ""So what did the U.S. have to do in response to the 'we's and the EU's' investigations?"", '>This sucks, OP. This sucks, OP. This sucks, OP. This sucks, OP.', 'How do you get the word ""crowd"" wrong?', 'The term ""H"" is often abused, or even compared to ""H"" as in ""h"". It\'s sometimes used in reference to the \'h\'s in some contexts, like, ""As long as he has a conviction, he has no choice"" or ""As long as he has a conviction,"" and also ""As long as he has an conviction"", as in ""As long as his \'h\' is in no way a part of the ""H"" program"" -- he is not one of the ""Nyga']"
2,24,"['foreign governments are not the only ones looking closely at  public filings as   and', 'country with our president he absolutely lit up as he spoke about candidate and now president donald j trump', 'I like you. What was the purpose of that gun?', 'i can understand why someone is not willing to change their own privacy policy', 'IANAL but i think a lot of people are confused about this and are wondering if a government agency needs to do a restraining order on all private individuals.', 'IANAL but do you think you can make an opinion in the US, where some are willing to do so without getting prosecuted?', ""You're being taken advantage of."", ""what do you mean 'deferred sentenc'?"", ""i think it's a good way to get through the day without worrying a lot about a situation. i sneezed a little, I thought the uk government should make a ban on guns from the internet but it doesn't sound to me like that's going to happen."", 'CANNOTANSWER CANNOTANSWER', ""You're going to have a sneeze a little at the word scam, but you don't have a sneeze a little at the word scam, but you don't have a sneeze a little at the word scam."", 'I am not certain what you want to say to the guy who said what he did was an election scam.']"
3,34,"['country with our president he absolutely lit up as he spoke about candidate and now president donald j trump', 'i can understand why someone is not willing to change their own privacy policy', 'IANAL but do you think you can make an opinion in the US, where some are willing to do so without getting prosecuted?', ""what do you mean 'deferred sentenc'?"", 'CANNOTANSWER CANNOTANSWER', 'I am not certain what you want to say to the guy who said what he did was an election scam.']"
4,36,"['country with our president he absolutely lit up as he spoke about candidate and now president donald j trump', 'i can understand why someone is not willing to change their own privacy policy', 'IANAL but do you think you can make an opinion in the US, where some are willing to do so without getting prosecuted?', ""what do you mean 'deferred sentenc'?"", 'CANNOTANSWER CANNOTANSWER', 'I am not certain what you want to say to the guy who said what he did was an election scam.']"
5,40,"['country with our president he absolutely lit up as he spoke about candidate and now president donald j trump', 'i can understand why someone is not willing to change their own privacy policy', 'IANAL but do you think you can make an opinion in the US, where some are willing to do so without getting prosecuted?', ""what do you mean 'deferred sentenc'?"", 'CANNOTANSWER CANNOTANSWER', 'I am not certain what you want to say to the guy who said what he did was an election scam.']"
6,50,"['country with our president he absolutely lit up as he spoke about candidate and now president donald j trump', 'i can understand why someone is not willing to change their own privacy policy', 'IANAL but do you think you can make an opinion in the US, where some are willing to do so without getting prosecuted?', ""what do you mean 'deferred sentenc'?"", 'CANNOTANSWER CANNOTANSWER', 'I am not certain what you want to say to the guy who said what he did was an election scam.']"
7,58,"['country with our president he absolutely lit up as he spoke about candidate and now president donald j trump', 'i can understand why someone is not willing to change their own privacy policy', 'IANAL but do you think you can make an opinion in the US, where some are willing to do so without getting prosecuted?', ""what do you mean 'deferred sentenc'?"", 'CANNOTANSWER CANNOTANSWER', 'I am not certain what you want to say to the guy who said what he did was an election scam.']"
8,60,"['country with our president he absolutely lit up as he spoke about candidate and now president donald j trump', 'i can understand why someone is not willing to change their own privacy policy', 'IANAL but do you think you can make an opinion in the US, where some are willing to do so without getting prosecuted?', ""what do you mean 'deferred sentenc'?"", 'CANNOTANSWER CANNOTANSWER', 'I am not certain what you want to say to the guy who said what he did was an election scam.']"
9,66,"['country with our president he absolutely lit up as he spoke about candidate and now president donald j trump', 'i can understand why someone is not willing to change their own privacy policy', 'IANAL but do you think you can make an opinion in the US, where some are willing to do so without getting prosecuted?', ""what do you mean 'deferred sentenc'?"", 'CANNOTANSWER CANNOTANSWER', 'I am not certain what you want to say to the guy who said what he did was an election scam.']"
10,75,"['country with our president he absolutely lit up as he spoke about candidate and now president donald j trump', 'i can understand why someone is not willing to change their own privacy policy', 'IANAL but do you think you can make an opinion in the US, where some are willing to do so without getting prosecuted?', ""what do you mean 'deferred sentenc'?"", 'CANNOTANSWER CANNOTANSWER', 'I am not certain what you want to say to the guy who said what he did was an election scam.']"
11,80,"['country with our president he absolutely lit up as he spoke about candidate and now president donald j trump', 'i can understand why someone is not willing to change their own privacy policy', 'IANAL but do you think you can make an opinion in the US, where some are willing to do so without getting prosecuted?', ""what do you mean 'deferred sentenc'?"", 'CANNOTANSWER CANNOTANSWER', 'I am not certain what you want to say to the guy who said what he did was an election scam.']"
