sender,receiver,message
90,26,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,38,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,39,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,43,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,46,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,54,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,59,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,72,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,78,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,80,two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
91,90,how does the mask make his breath come out of the back of his head
90,26,Two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,38,Two tri county health dept board members from Douglas County voted against the mask public health order and one did not vote due to affiliation to a school
90,39,Two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school Two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,43,What state did you live in?
90,46,The government has been campaigning to change the ACA so it's a bad idea to wear the mask to try to fight a virus like this.
90,54,The only reason why they voted against the mask public health order is because they've been exposed to the virus and wanted to use it on their child.
90,59,They voted against the Mask Public Health Order and one did not vote due to affiliation to a school
90,72,Two tri county health dept board members from douglas county voted against the mask public health order and one did not vote due to affiliation to a school
90,78,The sarcasm makes me happy. I want to be in the r/advices so bad
90,80,Is that right? Is it that someone in Douglas County should wear a mask in public places like schools?
91,90,wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus
90,26,The question is how did the mask make his breath come out of the back of his head?
90,38,This is a big problem in many states in the U.S. and Canada because we need a federal mandate to enforce that.
90,39,Is that right? Is it that someone in Douglas County should wear a mask in public places like schools?
90,43,The government has been campaigning to change the ACA so it's a bad idea to wear the mask to try to fight a virus like this.
90,46,Does anyone know who's voted against this?
90,54,"I don't care how many school districts they represent, I just think it's not a bad idea."
