sender,receiver,message
88,11,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things
88,14,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things
88,67,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things
88,87,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things
88,11,Putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things
88,14,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,67,Wearing a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things putting on a mask
88,87,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things putting on 
88,11,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,14,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,67,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,87,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,11,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,14,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,67,The first paragraph of the story is: Putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask.
88,87,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,11,The first paragraph of the story is: putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask
88,14,I've had to pull on my mask once for a viral infection to cause me to stop walking. I could tell it would be dangerous if I just wore it and I would get a tick infection. I know what you mean.
88,67,Wearing a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask
88,87,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,11,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,14,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,67,Putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask
88,87,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,11,It's part of the measures deployed by the government to aid in stopping the spread of a virus.
88,14,"I grew up with a guy that didn't realize how big a hole a mask is. He had no idea how big it was. He didn't know how big a hole it was. I didn't even know how much it meant. He didn't know what it meant. He didn't know how large it meant he could run in a space where the wind wouldn't blow and he knew how fast it would get there. Then he started to try to walk on a wall, so he could have a virus. His mouth s"
88,67,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,87,Putting on a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,11,I think we need to start looking for a way to wear a mask as soon as possible.
88,14,'The first paragraph of the story is: putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask
88,67,The first paragraph of the story is: putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask.
88,87,i don't know what they do with the government.
88,11,[Must be putting on a mask. Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus. Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,14,"I read the movie ''Ah ok, I'm so hungry '', and it's kind of a funny little thing to say. I think the best part is that if he's a good man and a good person I should go to an appointment with a doctor..."
88,67,The second paragraph is: Putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask
88,87,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,11,"A lot of people do not understand the ""I am a fool, but my mask is too big"" nonsense, as the government has already stated it's part of the measure they use to stop the spread of viruses."
88,14,Putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask.
88,67,Putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask.
88,87,"In the wiki article: ""Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus."
88,11,I've said it before.
88,14,"This is a very difficult situation, because I would like to point out the retort, but the whole issue is complicated."
88,67,It's part of the measures deployed by the government to aid in stopping the spread of a virus.
88,87,"The only good part of a mask is that if you are a good man and a good person, you can wear it everywhere. There's a reason that people do it. A lot of people don't understand what's in their mask, it's not like they're not going to wear it if they're a bad man."
88,11,>It's part of the measures deployed by the government to aid in stopping the spread of a virus.
88,14,"""I've had to pull on my mask once for a virus to cause me to stop walking. I could tell it would be dangerous if I just wore it and I would get a tick infection. I know what you mean."""
88,67,"A lot of people don't understand what's in their mask, it's not like they're not going to wear it if they're a bad person."
88,87,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,11,"I drew an article by a neo nazi in which the author makes fun of the people who are trying to get out of a coma because it's the only way they can stop the spread of a virus, because the neo nazi didn't give them a chance to stop."
88,14,"I am a huge fan of this kind of thing. I grew up on a a lot of high school students who are on sick leave, and they're putting on a mask to go to the doctor to have a doctor come in and do this. I also read about it, and it is my personal favorite quote. It's pretty amazing how the government has been able to take it so seriously in order to stop the spread of a virus, and it's a great way to get people to take the dreaded ""I'm not a bad person"
88,67,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
88,87,"We use masks to fight invading groups of people, which are more in line with the government's policy of prevention."
88,11,"If it's not part of the measures deployed by the government, it's part of the measures deployed by the government to aid in stopping the spread of a virus."
88,14,"It's pretty amazing how the government has been able to take it so seriously in order to stop the spread of a virus, and it's a great way to get people to take the dreaded ""I'm not a bad person"""
88,67,It's just part of the measures deployed by the government to aid in stopping the spread of a virus.
88,87,"""'I've had to pull on my mask once for a virus to cause me to stop walking. I could tell it would be dangerous if I just wore it and I would get a tick infection. I know what you mean."""
88,11,It's part of the measures deployed by the government to aid in stopping the spread of a virus.
88,14,You're an idiot. Why should you have to fuck a guy who didn't realize how big a hole in a mask was?
88,67,"A lot of people don't understand what's in their mask, it's not like they're not going to wear it if they're a bad person."
88,87,"A lot of people don't understand what's in their mask, it's not like they're not going to wear it if they're a bad person."
88,11,I'm not a fan of it. It's just part of the measures deployed by the government to aid in stopping the spread of a virus.
88,14,"I am not a lawyer. You are not a man, you are a person."
88,67,"I hate how much of a nutjob that is. If people were going to say it was to stop a virus because they had no idea it was there, they'd end up getting sick. I think people who put on a mask because they're sick would go with a more accurate quote that they didn't realize."
