sender,receiver,message
67,8,i wear my mask when i m in public lawmaker who isn t wearing his mask in public says
88,67,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things
91,67,how does the mask make his breath come out of the back of his head
99,67,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that
101,67,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
67,8,"The first one is basically ""Hey! No"""
88,67,Wearing a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things putting on a mask
91,67,"The official in the video said that the new helmet requirement was supposed to stop the spread of a virus, so when they say it should be done, it's a skunk."
99,67,I'm a vaccinated person and my doctor told me I should wear a mask when I was born because of a virus.
101,67,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
67,8,"That's not really that dumb, is it? I've been in a place I don't really understand how you can make the first comment."
88,67,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
91,67,The guy you wrote is referring to an old guy who is still going to die without the help of a mask.
99,67,"I've read that a lot of people equate wearing a mask with ""sick"" sex."
101,67,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
67,8,"They're doing some dumb thing in the video: they think the government should make helmets to help prevent the spread of a virus. They want to stop a certain amount of people getting sick, if they can't stop themselves from getting sick."
88,67,The first paragraph of the story is: Putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask.
91,67,The guy in the video is referring to an old guy who is still going to die without the help of a mask.
99,67,"People can be narcissistic about it, but not the right one."
101,67,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
67,8,"Wearing a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask. The guy in the video is referring to an old guy who is still going to die without the help of a mask. People can be narcissistic about it, but not the right one. Wearing masks does not help in stopping the spread of a virus,"
88,67,Wearing a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask
91,67,It seems that the government doesn't have the ability to have an official that isn't involved with the problem. The problem is that there is no right or wrong way for them to say what they want.
99,67,The issue is that people don't like the idea of wearing a mask.
101,67,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
67,8,"I've read that a lot of people equate wearing a mask with ""sick"" sex. Wearing a mask does not help in stopping the spread of a virus."
88,67,Putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask
91,67,A skunk isn't a skunk. A skunk isn't a skunk. A skunk isn't a skunk.
99,67,"I was wondering why the government was required to wear a mask, so the OP isn't making a joke."
101,67,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
67,8,"I’ve never really had sex with a man without a mask, though."
88,67,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
91,67,They're in a very bad spot. Obviously. There is a big difference between a skunk and a skunk.
99,67,"Vaccination is a medical necessity, it entails getting vaccinated. Its the way a patient dies, it's the way a patient is vaccinated and not their health."
101,67,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
67,8,You're not making a joke.
88,67,The first paragraph of the story is: putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve done in my entire life and i ve done a lot of dumb things putting on a mask.
91,67,Then people like you are going to have to look at the title of the article and see if it helps. Is it worth your time?
99,67,"If you're not making a joke, then you're not making a joke. If you haven't made a joke about it, then you're making a joke about it."
101,67,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
67,8,No one likes the idea of the government trying to prevent spread of a virus. There's also a big difference between an actual person and a non-emergency vaccine.
