sender,receiver,message
69,18,if you wear a mask outside or in your car alone your gullible and submissive not traits you want to project
74,69,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask
84,69,oh man you should come to georgia it s like people here think wearing a mask gives them covid there s so few
87,69,i m going to say this about twitchcon and masks you can hate me if the state town doesn t have an mandates you can t get mad that an event doesn t not sure if sd has any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask
91,69,how does the mask make his breath come out of the back of his head
94,69,says the woman that wears the mask to protect herself lmao well dear the gun works the mask doesn t
69,18,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
74,69,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.I will not go anywhere that requires me to wear a mask i will not go anywhere that requires me to wear a mask
84,69,So is a helmet required to go to the doctor?
87,69,i hate that i will eat so many hamburgers from a pack a day
91,69,"This is probably not a good explanation, but this is a great example. I don't think there are more effective ways to stop a disease than a mask. Especially if he is going to resuscitate himself while he's still a bad coach."
94,69,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.says the woman that wears the mask to protect herself lmao well dear the gun works the mask doesn t
69,18,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
74,69,"If you want to get mad at someone that doesn't wear a mask, you have to do something about it. If you don't want to, you should probably get rid of it."
84,69,a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.Oh man you should come to Georgia it s like people here think wearing a mask gives them covid there s so few
87,69,> You can hate me if the state town doesn t have an mandates you can get mad that an event doesn t have an mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask
91,69,A shirt and a pair of pants versus a shirt are a big part of the mandates for the federal government to help stop the spread of a virus.
94,69,I think this is the best answer I've seen from the author of the article.
69,18,You gotta wear a mask. I just want you to wear a mask and make sure you don't get sick while you're traveling to Georgia.
74,69,"That's why the CDC wants to ban all vaccines unless there are mandatory vaccinations pending. I can tell you that there are some that actually will not, but those don't seem to be implemented with a proper policy."
84,69,This is just the kind of thing you can do.
87,69,"""It's part of the measures deployed by the government to aid in stopping the spread of a virus. If you don't know anyone that would want to be in a hospital in a medical emergency, you should be able to say ""I don't wear a mask to help spread the virus. If you don't, that's a medical emergency. If you don't want to wear a mask, do not wear it."""
91,69,I've had to go through two titties to see what the article says.
94,69,I'm glad to hear that people don't think we should be indoctrinated in a religion.
69,18,"It's not as simple as: ""Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus. How does the mask make his breath come out of the back of his head says the woman that wears the mask to protect herself lmao well dear the gun works the mask doesn't Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus."
74,69,"> I love the look of a mask and the smell of one TWitchCon and DC’s, because you can’t afford to attend the event. I’ve never seen this type of thing. I’m from Georgia. If a state event has to get to state capitol I’d go to either TwitchCon or DC’s, because you can’t afford to attend the event. I’ve never seen this type of thing."
84,69,I think a lot of the skepticism that comes with the federal government's approach to protecting health care should be put to rest.
87,69,I am gonna say this about twitchcon and masks you can hate me if the state town doesn't have an mandates you can get mad that an event doesn't have any mandates as a vaccinated person with boosters i will not go anywhere that requires me to wear a mask
91,69,AMA is the only real response for the first few days.
94,69,"So I don't think the government should do anything for everyone and everyone's health, or to make it all about me, or to make it about you or me, and then, you know, then, to give them the same information they're used to."
69,18,I think a lot of the skepticism that comes with the federal government's approach to protecting health care should be put to rest.
74,69,"It’s not in the context of the article, it’s the context of a post. It's about a sexist, rapist - racist, and ineffective government that is making people uncomfortable in public."
84,69,Is this a comment to a joke from a GOP senator?
87,69,"I don't understand why you think a mask would be a good idea. It would be one of those things that you're not in the mood to do and if you are in the mood to do that, you need to have it on. I mean, if you really are not going to be able to do that you need to go to a doctor, they should be able to help you do so. That's what they call a medical emergency and you can wear a mask."
91,69,"People aren't just trying to defend it as a problem, they're trying to reclaim it as a problem to be able to do it themselves."
