sender,receiver,message
44,27,thanks ctl stay safe friends and wear mask if need to go out
44,38,thanks ctl stay safe friends and wear mask if need to go out
56,44,if you wear a mask outside or in your car alone your gullible and submissive not traits you want to project
60,44,oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that
68,44,says the woman that wears the mask to protect herself lmao well dear the gun works the mask doesn t
93,44,i wear my mask when i m in public lawmaker who isn t wearing his mask in public says
97,44,oh man you should come to georgia it s like people here think wearing a mask gives them covid there s so few
44,27,Hey :D you need to learn to wear a mask to protect yourself! You should always do that!
44,38,"Yes, it is part of the measures deployed by the government to aid in stopping the spread of a virus."
56,44,Wearing a mask outside or in your car alone is part of the measures deployed by the government to aid in stopping the spread of a virus.
60,44,"I can see why some people want to believe that wearing a mask helps stop the spread of a virus, but I also want to believe that wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus."
68,44,"i think the woman that wears a mask to protect herself should wear a gun or be protected by a mask, since i am a government official"
93,44,"I like that you mean if you want to be a republican, you just need to be a republican."
97,44,It is part of the measures deployed by the government to aid in stopping the spread of a virus.
44,27,"Oh yes, a little sourness there, btw."
44,38,This is a pretty basic idea that most politicians have not yet developed. I don't think they will realize what is possible if they stop thinking about what we've already done. It's part of their plan to combat a virus before it becomes a problem. They would be better off not thinking about what's really happening and just ignoring that.
56,44,I hate to give an opinion but you do have a point.
60,44,"This is a joke. You should never wear a mask and your life is over, and you can't do that."
68,44,"Well, the whole issue of what you need to wear a mask to protect yourself has been the same for several presidents in the past, and we are going to have a lot of problems in the future because of that."
93,44,"This guy is in no way a politician, but he does have a mask for that."
97,44,"Wearing a mask does not help in stopping the spread of a virus.Wearing masks does not help in stopping the spread of a virus.Wearing masks does not help in stopping the virus, it's useless and I hate it. It is part of the measures deployed by the government to aid in stopping the spread of a virus."
44,27,"Then if I was a president, I'd wear a mask."
44,38,"Isn't this a joke that has to be answered with a ""yes, it is part of the measures deployed by the government to aid in stopping the spread of a virus. You should wear a mask if you need to go out if you wear a mask outside or in your car alone your gullible and submissive not traits you want to project oh you dont like wearing your mask maroon has been having a hard time breathing since but no one wants to talk about that that says the woman that wears a mask"
56,44,"i'm a big fan of this kind of thing. you're right it does not help, it's useless and I hate it. Oh, fuck that. Wearing a mask does not help in stopping the virus, it's useless and I hate it. I'm a fucking Republican who wears a mask, and they don't believe in it. They have a lot of good ideas."
60,44,People are just having fun in the comments.
68,44,That's why you see this picture when you're a professional basketball player.
93,44,"I am a republican, but I do not agree that a man who wears a mask is a politician."
97,44,"I think you mean ""Uh-huh, uh-huh, you got this, uh huh?"""
44,27,So that is a joke that you're not supposed to answer.
44,38,Basically. They would think it would make people nervous when a virus gets raped by a government official.
56,44,Why don't you wear a mask for your safety. This is a mask for people who are sick and sick - just like everyone else is. It's like you're describing a guy who is sick and sick - he has a mask and hasn't tried to change his mask. :P
60,44,I'm going to get some good stuff done if you don't mind me asking.' I want to be the only person who can wear a mask in a party.
68,44,"A big part of it is the ad and if you do this, you will get a bunch of backlash."
93,44,This is a nutjob joke.
97,44,"You’re welcome, sir."
44,27,No it's a joke and isn't funny at all.
44,38,"If you get a little too attached, you're not going to get much - you're a dick."
56,44,"You're actually describing the government as a tool to prevent someone from having HIV. It's not the government's job to help prevent the disease, it's the government's job to keep people from having HIV. It's a good idea to tell people that wearing a mask to protect yourself, it just isn't practical for everyone. If the government wanted to do something like that, they would have to give the person a license and license, that's why the government could prevent them from having HIV, and I'm not going to make a mistake."
60,44,"Honestly, I don't think I've ever seen anyone use a mask at the party, because I didn't really like it."
68,44,"It was about the sexism issue, not the mask issue."
93,44,">We just need to put some of the sexist masks on for people to wear... And we need to make sure people are wearing them because the other guy isn't wearing them""."
97,44,"We know this isn't a joke, but we don't have a right to take our time."
44,27,I'm not the kind of guy that likes to talk about a joke.
44,38,Is the people wearing a mask sexist? Do you have a right to wear one?
56,44,This is an interesting OP's question about how to get the government to help people who are in the hospital and are at risk of getting the virus.
60,44,Vaccination is not mandatory for everyone unless the person is in an advanced stage of a clinical trial.
68,44,Why do people think that wearing a mask is a sex issue?
93,44,"So you're saying that if you're a republican and the government has to stop it, it's a nutjob joke? Because I'm not a republican. And I'm not an anti-virus nutjob. So you're being facetious, don't you?"
97,44,/r/AdultPerson
44,27,"Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.Basically. They would think it would make people nervous when a virus gets raped by a government official. Why don't you wear a mask for your safety. This is a mask for people who are sick and sick - just like everyone else is. It's like you're describing a guy who is sick and sick - he has a mask and hasn't tried to change his mask."""
44,38,"You're being facetious. Basically, I'm not a nutjob, a good idea, and a good reason to stay safe friends and wear masks if need to go out. I'm going to get some good stuff done if you don't mind me asking."
56,44,"In other words, it sounds like the state is using that in a very big way. It’s kind of hard to get a general person’s attention, because it isn’t actually the best place for that type of information to be put."
60,44,Vaccination is not mandatory for everyone unless the person is in an advanced stage of a clinical trial. Vaccines aren't even legal anymore. They're not going to help with this disease.
68,44,There are multiple reasons why that is a sexist joke.
93,44,The nutjob joke. It sounds like he’s trying to keep the mask on. And now the joke has become the joke.
97,44,"The people who hate him, say ""We wear masks does not help in stopping the spread of a virus. Wearing masks does not help in stopping the spread of a virus.Wearing masks does not help in stopping the spread of a virus, it's useless and I hate it."" (http://en.wikipedia.org/wiki/NamNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiah"
44,27,"The government is not actually in power to stop this issue, and to prevent it. It is merely allowing the president to use this as a tool to protect people. This is why it is illegal to use the masks, so it becomes a joke if it comes up."
44,38,I'm an activist. I am a political organizer. I am a nutjob. The truth is that a lot of things I have seen to be sexist are sexist.
56,44,"They are allowing you to take away a part of the security that you are not willing to carry, and allow you to get away with using it."
60,44,">When you get on the bus to the doctor, or you get in trouble for bringing up a health issue, when you get into a troubled relationship."
68,44,"I think 'i have seen this movie several times in the past. I think it's a good movie, but it's not funny.'"
93,44,"It’s not a joke at all, and it’s a joke at least in this context."
97,44,"I'm a guy that wears a mask to protect him, so this isn't a funny joke."
44,27,"What's worse, when your friend has a mask on and the person is getting a virus, his mask is going to be more sensitive than everyone else's."
44,38,It's because you wear the mask if you're sick and sick.
56,44,I don't like the ACA.
60,44,The whole point of a mask is to not wear it. It's to stop the spread of the virus.
68,44,"If that's not a joke, then I think that's a joke. I just think the ""Women's Rights Movement"" is a good movie and not a sexist one."
93,44,"> I like that you mean if you want to be a republican, you just need to be a republican.'"
97,44,(https://en.wikipedia.org/wiki/NamNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiah
44,27,"What? [Then if I was a president, I'd wear a mask."" (https://en.wikipedia.org/wiki/NamNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiah"
44,38,"""I just think the ""Women's Rights Movement"" is a good movie, but it’s not a joke."
56,44,The ACA is a joke. It is not a joke. It is a joke.
60,44,Vaccines aren't even legal anymore. They're not going to help with this disease.
68,44,The movie isn't funny because it's not funny. The movie is not funny because the movie is sexist.
93,44,I think it's really interesting that people have so many ideas about what is needed to stop the spread of the virus that they're constantly putting things on the table.
97,44,He has a mask. And it's supposed to be a good thing.
44,27,I'm a guy.
44,38,We're talking about what would happen if it were me.
56,44,"You're not a Republican unless you don't wear a mask. And you are NOT a conservative, which is not a joke."
60,44,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
68,44,"I don't think it would be funny for people to just have a hive mind in these comments. If it's sexist then they are using that cliche. I think it's a good one, but that's just a joke."
93,44,"They've been playing this problem for a while now, and it was the least of their problems."
97,44,CANNOTANSWER](http://www.wikipedia.org/wiki/NamNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahN
44,27,CANNOTANSWER](http://www.wikipedia.org/wiki/NamNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiah
44,38,"[the movie is a good movie, but it's not funny. It is not funny because it's not funny."
56,44,What's the point of a mask?
60,44,I don't think the CDC is being an asshole for calling it a joke.
68,44,"The issue of a mask is the same as sexism and people are making a joke about it. They're trying to make the issue not funny because it's a joke, but because it's funny."
93,44,"I would also describe it as ""in a way, not as a hat."
97,44,"'The only reason that a hat screams racist is because the person is making racist jokes and isn't actually aware of them, and therefore doesn't really care about the joke. It's a joke that is just going to be made out to make a joke."
44,27,[More](http://www.wikipedia.org/wiki/NamNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahN
44,38,"It's actually an awesome movie, but it's still a joke."
56,44,"Honestly, I'm not going to be able to understand this joke at all. There are only a few people that can afford to see a virus that doesn't live anywhere and a bunch of people who are not comfortable with the idea of one and wear a mask."
60,44,I've always loved the idea of the government using their power to protect the people who are sick. But the government is so cruel.
68,44,"Yes, but it's funny because you can't keep the cliche."
93,44,"I think the best idea to do this is to have a mask on. But you're right it's not an ad hominem, but you should say that ""smoking nutjob"" has been a joke for a while. I really think it's the best way to do it."
97,44,"The only reason it's funny is because the man is wearing a mask that is supposed to protect his head from the air, and helps prevent a terrorist attack on him. It's a joke, and I hate it."
44,27,CANNOTANSWER](http://www.wikipedia.org/wiki/NamNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiahNiah
44,38,"I am not sure what it is, but it's a joke."
56,44,"The CDC has done this as well. I'm a big fan. Wearing a mask outside or in your car alone is part of the measures deployed by the government to aid in stopping the spread of a virus.It's a bad idea for government, but it's the correct one. The CDC has already done this. I mean, it's a joke. The CDC has already done this. I mean, it's a joke. The CDC has already done this. I mean, it's a joke."
60,44,"There are different kinds of things the government is doing, one is a joke and one isn't. It's a bit much to make fun of, and in many ways has nothing to do with it. But what is it about them that is the problem?"
68,44,I'm just gonna post it as a joke based on how people think the president is being racist and being racist in general.
93,44,Is the President of Russia a nutjob? Because I know it is.
97,44,"I like to believe that everyone in this thread is blaming it on hats and masks. So if someone is going to tell me that a hat isn't racist, it's a joke. It's not going to help stop the spread of the virus."
44,27,You guys are a nutjob.
44,38,"Yes, a hat."
56,44,'If I were in the US I would have been doing a better job at identifying people with viruses than people who had a vaccine - which could have gotten the virus more quickly if only one of them was sick - without a mask.
60,44,"If you have a problem with your health, then you have a problem. That's the real problem."
68,44,"Then again, I don't think the article is a good read and I think the article was made to avoid hats."
93,44,"It's not a joke at all, and it's a joke at least in this context."
97,44,"It's not a joke, but it has nothing to do with the actual question."
44,27,"I don't think the story is a joke because he's wearing a mask, he says ""it makes people nervous if a virus gets raped by a government official."""
44,38,"The only reason I'm not sure what it is, but it's a joke is because the mask is supposed to protect my head from the air."
56,44,">I'm a fucking Republican who wears a mask, and they don't believe in it. They have a lot of good ideas."""
60,44,"The AMA is written by [NAME] in response to a joke about the government and he said ""If you get sick with a virus, it is not a joke. A prank. I think it is a joke. If you have a problem with your health, then you have a problem. That's the real problem."""
68,44,"Head thorn in the side is sexism.'''The mask to protect yourself''' isn't a joke, it's a joke based on how people think the president is being racist and being racist in general.''"
93,44,"Aside from the fact that the idea of him becoming a liberal isn't a great thing, it's a good idea that a liberal would be able to take it in a different direction."
97,44,[... I don't understand why people like being a joke...
