sender,receiver,message
40,5,some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,10,some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,15,some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,17,some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,22,some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,24,some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,27,some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,30,some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,35,some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,38,some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,39,some of these people s face masks be looking like they stink so bad using the same mask for the past days
44,40,if hes going to be stupid enough not to wear a mask then he deserves what he gets hopefully he doesn t infect anyone else
49,40,i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday
40,5,The funny thing is the last time he asked me if my boyfriend should wear a face mask I got in a car accident.
40,10,I think you deserve a fair share of that.
40,15,Is it a joke?
40,17,Yeah but he has to stop. he can do something so that people can just ignore him and keep them in their life.
40,22,I think he s not trying to make you look bad by getting a mask and you looking like you stink so bad you just look bad with the mask
40,24,i was at a party today and he brought my car and got a smile on my face when i said that he wore his mask everywhere
40,27,"The fact that I don't wear a mask on day one doesn't mean I don't want to wear one. I mean, you're only trying to get me in this situation as quickly as possible. You're not going to wear a mask on day two, right?"
40,30,Honestly it would be a huge surprise if I were him he'd have to wear the same mask with the face mask instead of a face mask. Especially if I saw you wearing your face mask for a day and had no idea you were a man so he doesn't even have to take it off because he thinks you can fuck him
40,35,if he's going to be stupid enough not to wear a mask then he deserves what he gets hopefully he doesn't infect anyone else
40,38,> Some of these people s face masks be looking like they stink so bad using the same mask for the past days some of these people s face masks be looking like they stink so bad using the same mask for the past days some of these people s face masks be looking like they stink so bad using the same mask for the past days some of these people s face masks be looking like they stink so bad using the same mask for the past days some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,39,"I'd look him in the eye, I mean he's gotta show up to this test and you're gonna have to pull this shit"
44,40,i figured it was just something I got from reading that part. i never actually thought about it.
49,40,i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday i was late but i gotta hand it to he s got me wearing my mask everywhere and my area
40,5,"A man, or a woman, is only a man with his eyes and face because he is an idiot."
40,10,"I'm not going to call you a man, but I'd look him in the eye, I mean he's gotta show up to this test and you're not going to have to take it off because he thinks you can fuck him if he's going to be stupid enough not to wear a mask then he deserves what he gets hopefully he doesn't infect anyone else."
40,15,You're having the same reaction to his comment (you're not going to let him put on a face mask).
40,17,He's just making a point. He can stop. He needs to stop. He can do something so that people can just ignore him and keep them in their life.
40,22,It's pretty clear that he's going to be a snob if he doesn't want to show up to a drive-up test. But he's trying to do so in a way that you think he'll be a snob if you start with this and you can't take it off?
40,24,It sounds like you aren't going to get the sarcasm that the title of this sub tries to convey.
40,27,He wants a fuck. He wants to give you fucks. He wants a fuck.
40,30,"I mean, if I were him he'd have to wear the same mask with the face mask instead of a face mask. Especially if I saw you wearing your face mask for a day and had no idea you were a man so he doesn't even have to take it off because he thinks you can fuck him"
40,35,I have an accident that I think he should get a car accident and wear a face mask on his face - a little scary. Especially on the weekends when he's out driving at a party.
40,38,Some of these people s face masks be looking like they stink so bad using the same mask for the past days some of these people s face masks be looking like they stink so bad using the same mask for the past days some of these people s face masks be looking like they stink so bad using the same mask for the past days
40,39,"i'm glad he isn't making a bunch of comments, because this isn't a good idea. i think he's trying to make you look bad by trying to make you look bad, but i'm sure you're not doing it in a funny way."
44,40,"Yeah. It's a simple fact, you cant wear a mask while sanitizing people. A mask doesn't help in stopping the virus, it's useless and I hate it."
49,40,I was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is
40,5,I can't understand why he's in this situation. He's just a dick.
40,10,"sarcasm is a very complex and interesting concept. In some ways it does not exist. Usually, people see it as a sign that they are a person and that they are not an idiot for it."
40,15,"You should probably get this straight from a female, because she's the person who was making an argument to get her a car."
40,17,"If he is trying to stop snooping, then that's a blatant lie."
40,22,He doesn't have to take off a mask because he wants people to understand.
40,24,">I'm glad he isn't making a bunch of comments, because this isn't a good idea. He's just making a point. He can stop. He needs to stop. He can do something so that people can just ignore him and keep them in their life."
40,27,"What a fucking blunder. He's not going to get you to be able to keep you in your life. I just want to know what he thinks of what he wants to do, because I don't think it is a fucking blunder. He's getting you to accept that."
40,30,"OP, this is a stupid one... I don't like the ""I cant stop. I want to make you look bad. I want you to stop giving me fucks. I don't need a fuck."""
40,35,"And then when he says you don't twitch, he says that you do. It's a shame he hasn't done this before, because he isn't in the right."
40,38,If you're not willing to take the mask off to make sure he's using it as a safety precaution then he's going to want you to wear it. I don't think he's being that stupid or anything. I think it's time for him to talk himself out of it.
40,39,I'm sorry he can't do it in a funny way.
44,40,"This is a symptom, not a cure, and it's incredibly annoying."
49,40,[Long story](https://en.wikipedia.org/wiki/Young_man/sir_mi_neem_sir_and_neem_of_weight_of_neem_and_neem_of_neem_of_neem_and_neem_of_neem_and_neem_of_neem_and_neem_of_neem_of_neem
40,5,This guy is such a dick. He wants to make you look bad - he wants to make you look bad - but he wants people to understand.
40,10,">He wanted a fuck. I mean, if I were him he'd have to wear the same mask with the face mask instead of a face mask. Especially if I saw you wearing your face mask for a day and had no idea you were a man so he doesn't even have to take it off because he thinks you can fuck him I have an accident that I think he should get a car accident and wear a face mask on his face - a funny way. Yeah."
40,15,This is what is causing me to grow up and have been to many times.
40,17,"He wants to make you look bad, but it's useless and he doesn't understand why he's in this situation."
40,22,"""He wants a fuck. He wants a fuck. I mean, if I were him he'd have to wear the same mask with the face mask instead of a face mask."
40,24,He doesn't really care for you.
40,27,He's like the dick of old people:
40,30,I'm a young man. I was one of those people. I was a girl who liked women and wanted to have a bit of fun while she was driving. I went out and bought her some of these products (and I am so glad he's not a douche and that she wanted to wear a mask) while we were driving and she had to keep the mask on her face to get rid of the virus. I got so upset when she got out that she wanted me to be with her husband. I told her it was a very long time before I told her that
40,35,"It's the worst part of sex. He's a dick, and that's a big part of his job, and that he's the only person that does it to me."
40,38,Is he telling you that he has a remorseful idea that will put you in an euphemism?
40,39,sarcasm is a complex and interesting concept.
44,40,"I'm going to be a little silly here, but in this case, I think the CDC is right. It doesn't say if he's going to be stupid enough not to wear a mask, it says if he's going to be stupid enough to wear a mask he can get infection with a mask. He can wear a mask and he's going to be stupid enough not to wear a mask and he's going to need to wear a mask. If he's going to be stupid enough to get infected"
49,40,CANNOTANSWER : I was late but gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a
40,5,Nope - not a bit of a dick.
40,10,"I'm sorry, but you have been to a lot of sex this past week and it is hard to be with someone like this. And while this isn't a solution to the problem, do you have a solution?"
40,15,">[he's] a dick, and that's a big part of his job, and that he's the only person that does it to me."
40,17,"If I were him, he would have to wear a mask on his face. Or he would have to keep it on him for the first 4 weeks. If you guys don't want to rethink the situation in the future, this will cause you an unpleasant remark."
40,22,That is a really nasty way to describe how a man can be dangerous and ill.
40,24,You're young? What's your favorite'smoking game'?
40,27,">This is a symptom, not a cure, and it's incredibly annoying."
40,30,"It's a symptom, not a cure. It's incredibly annoying."
40,35,CANNOTANSWER:
40,38,I had a friend that wore a mask and they both thought it was funny but they were not funny because it was weird. They said he only did it when he was a guy.
40,39,He doesn't care about you enough to not want to be in this situation. He's probably fucking stupid for a reason.
44,40,I don't have a mask so i don't wear it.
49,40,"It was a great story, but I was late but it was just a good thing to do""(https://en.wikipedia.org/wiki/Young_man/sir_mi_neem_sir_and_neem_of_weight_of_neem_and_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_n"
40,5,I think the solution is a mask.
40,10,"He's a dick and that's a big part of his job, and that he's the only person that does it to him."
40,15,"...and his ""celebrity"" and his ""reward"" for getting it done, ""but...""""(https://en.wikipedia.org/wiki/Young_man/sir_mi_neem_sir_and_neem_of_weight_of_neem_and_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_poop"
40,17,... and I thought it was funny?
40,22,This CANNOTANSWER.
