sender,receiver,message
39,29,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
39,37,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
40,39,some of these people s face masks be looking like they stink so bad using the same mask for the past days
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,Why does the mask make people smell bad? Its because they are a dick and don't want to be around the people who have to wear theirs.
39,37,"You don't really get the virus if you don't wear a mask. You can wear a mask on your face if you can, and if you can't, you're fine with that."
40,39,"I'd look him in the eye, I mean he's gotta show up to this test and you're gonna have to pull this shit"
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"The answer is: You don't really get the virus if you don't wear a mask. You can wear a mask on your face if you can, and if you can't, you're fine with that."
39,37,">You don't really get the virus if you don't wear a mask. You can wear a mask on your face if you can, and if you can't, you're fine with that. I'd look him in the eye, I mean he's gotta show up to this test and you're gonna have to pull this shit Wearing masks does not help in stopping the virus, it's useless and I hate it."
40,39,"i'm glad he isn't making a bunch of comments, because this isn't a good idea. i think he's trying to make you look bad by trying to make you look bad, but i'm sure you're not doing it in a funny way."
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,">I'd look him in the eye, I mean he's gotta show up to this test and you're gonna have to pull this shit Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,37,">You don't really get the virus if you don't wear a mask. You can wear a mask on your face if you can, and if you can't, you're fine with that."
40,39,I'm sorry he can't do it in a funny way.
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"I don't think the question is: ""How much do you actually do that after you get sick?"""
39,37,"I'm trying to be as nice as possible, but I think I'm gonna do what I have to do, and I'm going to do what I want, and that I'm going to do what I have to do."
40,39,sarcasm is a complex and interesting concept.
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"I'm trying to be as nice as possible, but I think I'm gonna do what I have to do, and I'm going to do what I want, and that I'm going to do what I have to do. sarcasm is a complex and interesting concept. Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,37,"IANAL but I think that OP will probably just do what he wants when he gets sick and wants to shit off. This is sarcasm, I guess."
40,39,He doesn't care about you enough to not want to be in this situation. He's probably fucking stupid for a reason.
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"I like the idea of being kind, but also trying to be nice, because I feel he's not even that serious. But this is sarcasm, OP."
39,37,"It's sarcasm. It's like, the human body is the most sensitive and sensitive organ in the body."
40,39,The question is why did he decide to stay with this person for only 4 weeks?
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,>he doesn't care about you enough to not want to be in this situation.
39,37,"If you're not wearing a mask, you should have something to talk about. I'm not sarcastic or a nerd."
40,39,">I'd look him in the eye, I mean he's gotta show up to this test and you're gonna have to pull this shit"". ""I think the solution is a mask. He's a dick and that's a big part of his job, and that he's the only person that does it to him."
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,IANAL but I think that OP will probably just do what he wants when he gets sick and wants to shit off.
39,37,">It's like, the human body is the most sensitive and sensitive organ in the body. The question is why did he decide to stay with this person for only 4 weeks? Wearing masks does not help in stopping the virus, it's useless and I hate it."
40,39,"CANNOTANSWER: ""The answer is a mask. He's a dick and that's a big part of his job, and that he's the only person that does it to him. This is definitely my favorite movie ever."
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"So the answer is: ""I want to be as nice as possible, but I think I'm gonna do what I have to do, and that I'm going to do what I have to do."""
39,37,">I'm trying to be as nice as possible, but I think I'm gonna do what I have to do, and I'm going to do what I have to do."
40,39,"There's nothing wrong with seeing a dick. He's a dick, but he's the only person that does it to him."
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"As far as I know, the fact that he's a dick is a sign he's willing to make a compromise and let you see what's up. This makes it so easy to be sarcastic, even though he's an outsider."
39,37,"""He's a dick and that's a big part of his job, and that he's the only person that does it to him. This is definitely my favorite movie ever. Wearing masks does not help in stopping the virus, it's useless and I hate it."
40,39,"No, I don’t think that’s a great idea. The movie made it more interesting."
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"CANNOTANSWER: ""I like the idea of being kind, but also trying to be nice, because I feel he's not even that serious. But this is sarcasm, OP. It's sarcasm. It's like, the human body is the most sensitive and sensitive organ in the body. The question is why did he decide to stay with this person for only 4 weeks? Wearing masks does not help in stopping the virus, it's useless and I hate it."""
39,37,I'm not saying this because I really don't want to see someone else do something that I don't want to do. I'm just saying that I'd rather have somebody I could talk to because it's a part of my job.
40,39,"It's called a ""Dick"" slash, which is a very common word used in the American sense for dick-shaming. A doctor will make it clear that you aren't going to help, and that he's doing it to make himself look better. ""There's nothing wrong with seeing a dick. He's not the virus. He's just a septic. He's not gonna let you go to a dermatologist to find out what the CDC says."""
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"'I don't think the question is: ""How much do you actually do that after you get sick?"""
39,37,">he doesn't care about you enough to not want to be in this situation. If you're not wearing a mask, you should have something to talk about."
40,39,">I'm happy he isn't making a bunch of comments, because this isn't a good idea. i think he's trying to make you look bad by trying to make you look bad, but i'm sure you're not doing it in a funny way.', ""I think that's a good movie, but not a good movie. I think the solution is a mask. He's like the dick of old people: The sarcasm is a good movie, but not a good"
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,i dont want to be in a situation where i'm not comfortable with a dick
39,37,"I'm very surprised by your ""Dick"" slash. I think it's really hard to get past that, even if he's a very nice man and not something that would change the fact that he's the only person that does it to him."
40,39,"CANNOTANSWER: ""The answer is a mask. He's a dick and that's a big part of his job, and that he's the only person that does it to him. This is definitely my favorite movie ever.''"
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,This is a very interesting discussion.
39,37,I don't want to nitpick. I want to shit off with him.
40,39,">I know some people who thought the CDC said it was a symptom and not a cure, but they just said it because ""you can get an infected person without even knowing that, right?"" It's a very common symptom."
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"It's a good idea that you might want to make up a post explaining what he did to make people look bad, but it's also a very complex and interesting concept."
39,37,"He seems a little harsh, but I think he would really try to avoid it. He seems to have a great sense of humor, and has a sense of humor. His body is a very sensitive organ and has a very good sense of humor."
40,39,I'm a girl. A girl who is really smart and not good at getting sex with others like me.
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"... ""Sucks that it was a movie! But he's a septic"""
39,37,“My boyfriend got sick because he had to wear a mask for 4 weeks.”
40,39,The point is that this is a good idea because of the fact that the CDC doesn't know what the virus is and that this is the only thing that prevents infected people from vaccinating themselves with any particular type of virus.
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"""As far as I know, the fact that he's a dick is a sign he's willing to make a compromise and let you see what's up."""
39,37,"I just think the idea of saying he shouldn't wear a mask is a very good thing. It's a lot like the way you describe people that think it's a symptom or not a cure for some diseases. That's because it's a really nice thing for people, it doesn't help them to be vaccinated.'"
40,39,The word is 'dick' (a very common word used in the American sense for dick-shaming.)
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"CANNOTANSWER: ""I love the idea of being kind, but also trying to be nice, because I feel he's not even that serious. But this is sarcasm, OP. It's sarcasm. It's like, the human body is the most sensitive and sensitive organ in the body. The question is why did he decide to stay with this person for only 4 weeks? Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,37,The fact that you have been 'dick-shaming' by a CDC troll is a very strong indicator of how much you do shit.
40,39,"""Well if you see a dick in the eye, then I'll try to look him in the eye and tell him if he'll come back and slash it, but if he does then I'll slash it in the eye"". ""I know some people who thought the CDC said it was a symptom and not a cure, but they just said it because ""you can get an infected person without even knowing that, right?"""
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,I am in the US and they all are using CDC's word for it.
39,37,"I like how he makes out in his own words, which doesn't sound like he means that he has any sex with him. He's a douche and has no respect for his body."
40,39,[(https://en.wikipedia.org/wiki/Young_man/sir_and_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_neem_of_of_
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"“I think you have a bf who’s a dick”, “"
39,37,"I'm going to call it a sarcasm. But that's just the way the CDC uses the term sarcasm and it's like, the human body is the most sensitive and sensitive organ in the body. It's just that it's a bad idea."
40,39,"if he's a dick, he's a dick."
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,""" I know some people who thought the CDC said it was a symptom and not a cure, but they just said it because ""you can get an infected person without even knowing that, right?"""
39,37,"I like how he has a great sense of humor, and has a good sense of humor. His body is a very sensitive organ and has a very good sense of humor."
40,39,>I want to know what it takes to kill a fungus to die of a parasite
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"CANNOTANSWER: ""As far as I know, the fact that he's a dick is a sign he's willing to make a compromise and let you see what's up."""
39,37,>The fact that you have been 'dick-shaming' by a CDC troll is a very strong indicator of how much you do shit.
40,39,">I want to know what it takes to kill a fungus to die of a parasite Vaccines are not meant to be used for any specific purpose, unless they can be used for a specific type of disease, like a virus, infect others, or a parasite. Vaccines can be used as a filter to prevent infection, which is very rare. There isn’t enough time to protect yourself."
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,">I like the idea of being kind, but also trying to be nice, because I feel he's not even that serious. But this is sarcasm, OP. It's sarcasm. It's like, the human body is the most sensitive and sensitive organ in the body. The question is why did he decide to stay with this person for only 4 weeks? Wearing masks does not help in stopping the virus, it's useless and I hate it. The fact that you have been 'dick-shaming' by a"
39,37,"Vaccines are not meant to be used for a specific purpose, unless they can be used for a specific type of disease, like a virus, infect others, or a parasite."
40,39,"Vaccines are not meant to be used for any specific purpose, unless they can be used for a specific type of disease, like a virus, infect others, or a parasite. Vaccines can be used as a filter to prevent infection, which is very rare. There isn't enough time to protect yourself."
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,"""I can't get an infected person without even knowing that, right?"","
39,37,I think that if he's not wearing a mask it isn't going to help prevent some of the symptoms that you would see if he were using the drug.
40,39,"I'd say he's insecure. ""So... I don't really believe that. "
42,39,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
39,29,i think if he is a dick he can't be used for a specific type of infection.
39,37,I don't think he's even aware of this as you can see. Is there anything more to this than having an inability to make sense of it.
40,39,"“There is a lot of people who thought it was a disease, and not a cure, but they just said it because ""you can get an infected person without even knowing that, right?"""
