sender,receiver,message
43,1,thanks ctl stay safe friends and wear mask if need to go out
43,6,thanks ctl stay safe friends and wear mask if need to go out
43,8,thanks ctl stay safe friends and wear mask if need to go out
43,11,thanks ctl stay safe friends and wear mask if need to go out
43,14,thanks ctl stay safe friends and wear mask if need to go out
43,27,thanks ctl stay safe friends and wear mask if need to go out
43,29,thanks ctl stay safe friends and wear mask if need to go out
43,31,thanks ctl stay safe friends and wear mask if need to go out
43,33,thanks ctl stay safe friends and wear mask if need to go out
43,34,thanks ctl stay safe friends and wear mask if need to go out
43,38,thanks ctl stay safe friends and wear mask if need to go out
44,43,if hes going to be stupid enough not to wear a mask then he deserves what he gets hopefully he doesn t infect anyone else
48,43,those who want to protect themselves from getting sick have every right to masks keep you more safe than no mask in tight settings everyone has the right to do whatever they want now at their discretion
43,1,"Thank you, I'm so glad you are joking, I'm so glad you are!"
43,6,So... how does he get sick and get back to the room?
43,8,>If hes going to be stupid enough not to wear a mask then he deserves what he gets hopefully he doesn t infect anyone else those who want to protect themselves from getting sick have every right to masks keep you more safe than no mask in tight settings everyone has the right to do whatever they want now at their discretion
43,11,Thank you for asking. I really don't see how he's going to be stupid enough not to wear a mask.
43,14,Thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask if
43,27,I would wear masks as long as I'm not prone to sickness and/or death. It's probably better than nothing.
43,29,> thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask
43,31,"He deserves it, but you need to do it, and do it well, you're going to be in a horrible situation."
43,33,thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask if need to go out
43,34,"I would say that if his mouth is closed at the time he will feel really unsafe if it becomes a habit, he'll get sick and should be put down immediately. It's also not worth mentioning that he does not have a mask and has been in danger for a long time."
43,38,hey mate thats a great thing to say to me thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask
44,43,"if you put on a mask in the bathroom, there are more spores. it's a lot easier to kill a virus than a mask. if you don't want to get infected, you can just make them off, so it's not all you can do."
48,43,I want to see your picture as a video.
43,1,"Just a thought: when a kid is ill, they use a mask to kill themselves. But you would think that the mask would make them sick."
