sender,receiver,message
31,2,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great
31,3,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great
31,4,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great
31,6,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great
31,7,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great
31,16,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great
31,17,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great
43,31,thanks ctl stay safe friends and wear mask if need to go out
44,31,if hes going to be stupid enough not to wear a mask then he deserves what he gets hopefully he doesn t infect anyone else
51,31,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,2,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great i like the part when he got covid but still had events with people and how he won t enforce a statewide mask
31,3,That's because he did it for people and he got elected. I think the guy got his own agenda...
31,4,"I feel like he's a dick asshole who shits his own ass, not trying to convince you to wear a mask because he can get an impotent opportunist mask to keep you from recognizing him. I think his problem with masks is that he's a liar who just doesn't care about making money."
31,6,You must not think about this as a real life issue. What does it really mean?
31,7,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great i like the part when he got covid but still had events with people and how he won t enforce a statewide mask
31,16,yea i m going to go out and go to a party and get my mask on my hat i will go go.
31,17,What part of the state is he coveting?
43,31,"He deserves it, but you need to do it, and do it well, you're going to be in a horrible situation."
44,31,If he's going to be stupid enough not to wear a mask then he deserves what he gets hopefully he doesn't infect anyone else if he's going to be stupid enough not to wear a mask then he deserves what he gets
51,31,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
31,2,"Basically, the reason for the mask mandate was because the law doesn't apply to him. It is not a law and it was actually signed by a governor in the past. So they went ahead with it."
