sender,receiver,message
46,2,mask protect other people he only cares about himself
46,7,mask protect other people he only cares about himself
46,13,mask protect other people he only cares about himself
46,20,mask protect other people he only cares about himself
46,32,mask protect other people he only cares about himself
46,37,mask protect other people he only cares about himself
51,46,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
46,2,Mask protect other people he only cares about himself Mask protect other people he only cares about himself
46,7,I'd like to get a mask that doesn't let you out of the room. Then try to get out of the room.
46,13,I just remember wearing masks in the 70s and 80s and still remember that day.
46,20,What is the mask mask protecting?
46,32,Mask protect other people he only cares about himself
46,37,Mask protect other people he only cares about himself mask protect other people he only cares about himself
51,46,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
46,2,Mask protect other people he only cares about himself Mask protect other people he only cares about himself Mask protect other people he only cares about himself
46,7,"I'm gonna try the ""mask protect other people he only cares about himself"" one. That's just like saying ""What is the mask mask protecting?"". This is how I've heard this word used."
46,13,So we'll have the next episode:
46,20,The fact that mask protect other people he only cares about himself can make the virus not work is something that doesn't mean I can stop it.
46,32,Mask protect other people he only cares about himself mask protect other people he only cares about himself mask protect other people he only cares about himself
46,37,"I've seen the entire article - from the first time I put it on, it was a picture of a guy that's been wearing a mask for 4 years and he was wearing one for a year after that. I found it to be a little uncomfortable but I still remember the feeling when he wore a mask to protect other people he only cared about himself and was never able to tell."
51,46,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
46,2,This is not about the mask.
46,7,"My friend and I wore a mask that came with the first one, one year after she died of an allergic reaction. We didn't realize she was using it to protect other people, but they just said it's just a silly way of thinking about it."
46,13,I still remember the feeling when he wore a mask to protect other people he only cared about himself and was never able to tell.
46,20,What a jerk!
46,32,This is just a common misconception.
46,37,"What was it like when it happened? Because I knew the name of my friend and he didn't want to see me wearing a mask, he was the one who started a virus. He did that because he loved her so much, she wanted her life back and he was all grown up. That guy has no clue what is going on or who is going to be on the Internet, he's been wearing masks for 4 years and I still still love him."
51,46,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
46,2,Thats not a good idea. Thats why you get a mask that doesnt let you out of the room. Then try to get out of the room. I'd like to get a mask that doesn't let you out of the room. I just remember wearing masks in the 70s and 80s and still remember that day. What is the mask mask protecting?
46,7,I'm not gonna get any further than this.... and I'm not sure if this has much to do with the fact that people do not know what their health is?
46,13,"I read this in one of the episodes of Doctor Who where I was given a mask for a special occasion. I had no idea this happened, and it did sound like it was a joke. It’s basically saying a guy who is wearing a mask was ""the one who started a virus."" I know this sounds harsh, but I don’t think this is something to be ashamed of."
46,20,"That's not the issue here, but rather that you are saying you were wearing a mask because of this virus."
46,32,How about the fact that masks help stop the spread of the virus?
