,0,1
0,8,"['is under so many federal investigations and reviews its getting hard to keep track right now h', 'So what are you talking about?', 'CANNOTANSWER OP: OP does not need to wait for the plethora of things going on in your country, as you stated.', ""Theresa May's new customs partnership is much cheaper for business almost zero cost because it seeks to replicat Mr thompson said he did not expect the eu to reciprocate over the customs partnership what that means is uk coll"", ""I've been reading a book on government surveillance. It seems to have come out in an article (which has an upvote) that cites “The Brexiter favourite max fac would cost business between and $ 700 a year thats almost of USD, because you've mentioned that the BBC is the main source, not that a CBC news article)."", 'CANNOTANSWER, ""can\'t say you\'re being taken advantage of, because I think it\'s not going to happen.""']"
1,12,"['investigations  through  all of these are under the  looking into actions like', 'investigations  amp   is in trouble with the', 'thats an awesome idea. how much would that cost you?', 'do you mean a tv series or video game set?', "">How much do you think he's spending on the sex shaming thing?"", 'CANNOTANSWER OP:', 'CANNOTANSWER OP CANNOTANSWER OP', "">> I don't know what to say"", '[https://www.ftgi.gov/comments/faq_requirements_for_services/pdf_pdf_final_input_for_service_requirements_of_forservice_names_for_use]', '> The article says there are over 700 federal investigations and reviews, and that H is in a difficult phase.', 'CANNOTANSWER IS A LETTER.', '> the word ""h"" is often abused, or even compared to ""h"" as in ""h"".']"
2,17,"['investigations  through  all of these are under the  looking into actions like', 'thats an awesome idea. how much would that cost you?', "">How much do you think he's spending on the sex shaming thing?"", 'CANNOTANSWER OP CANNOTANSWER OP', '[https://www.ftgi.gov/comments/faq_requirements_for_services/pdf_pdf_final_input_for_service_requirements_of_forservice_names_for_use]', 'CANNOTANSWER IS A LETTER.']"
3,31,"['investigations  through  all of these are under the  looking into actions like', 'thats an awesome idea. how much would that cost you?', "">How much do you think he's spending on the sex shaming thing?"", 'CANNOTANSWER OP CANNOTANSWER OP', '[https://www.ftgi.gov/comments/faq_requirements_for_services/pdf_pdf_final_input_for_service_requirements_of_forservice_names_for_use]', 'CANNOTANSWER IS A LETTER.']"
4,32,"['investigations  through  all of these are under the  looking into actions like', 'thats an awesome idea. how much would that cost you?', "">How much do you think he's spending on the sex shaming thing?"", 'CANNOTANSWER OP CANNOTANSWER OP', '[https://www.ftgi.gov/comments/faq_requirements_for_services/pdf_pdf_final_input_for_service_requirements_of_forservice_names_for_use]', 'CANNOTANSWER IS A LETTER.']"
5,37,"['investigations  through  all of these are under the  looking into actions like', 'thats an awesome idea. how much would that cost you?', "">How much do you think he's spending on the sex shaming thing?"", 'CANNOTANSWER OP CANNOTANSWER OP', '[https://www.ftgi.gov/comments/faq_requirements_for_services/pdf_pdf_final_input_for_service_requirements_of_forservice_names_for_use]', 'CANNOTANSWER IS A LETTER.']"
6,41,"['investigations  through  all of these are under the  looking into actions like', 'thread kenneys take on safe injection sites is horribly misguided even in a vacuum as  points out but', 'thats an awesome idea. how much would that cost you?', 'both would not be ready by max fac needs years customs partnership requires mr thompson saidthe bord both would not be ready by max fac needs years customs partnership requires mr thompson saidthe bord', "">How much do you think he's spending on the sex shaming thing?"", "". It is possible that there's a conspiracy or other underlying truth that was behind that story, so why do you think there's a conspiracy?"", 'CANNOTANSWER OP CANNOTANSWER OP', 'CANNOTANSWER:', '[https://www.ftgi.gov/comments/faq_requirements_for_services/pdf_pdf_final_input_for_service_requirements_of_forservice_names_for_use]', 'CANNOTANSWER CANNOTANSWER', 'CANNOTANSWER IS A LETTER.', 'CANNOTANSWER CANNOTANSWER']"
7,42,"['investigations  through  all of these are under the  looking into actions like', 'thats an awesome idea. how much would that cost you?', "">How much do you think he's spending on the sex shaming thing?"", 'CANNOTANSWER OP CANNOTANSWER OP', '[https://www.ftgi.gov/comments/faq_requirements_for_services/pdf_pdf_final_input_for_service_requirements_of_forservice_names_for_use]', 'CANNOTANSWER IS A LETTER.']"
8,47,"['investigations  through  all of these are under the  looking into actions like', 'thats an awesome idea. how much would that cost you?', "">How much do you think he's spending on the sex shaming thing?"", 'CANNOTANSWER OP CANNOTANSWER OP', '[https://www.ftgi.gov/comments/faq_requirements_for_services/pdf_pdf_final_input_for_service_requirements_of_forservice_names_for_use]', 'CANNOTANSWER IS A LETTER.']"
9,78,"['investigations  through  all of these are under the  looking into actions like', 'thats an awesome idea. how much would that cost you?', "">How much do you think he's spending on the sex shaming thing?"", 'CANNOTANSWER OP CANNOTANSWER OP', '[https://www.ftgi.gov/comments/faq_requirements_for_services/pdf_pdf_final_input_for_service_requirements_of_forservice_names_for_use]', 'CANNOTANSWER IS A LETTER.']"
10,83,"['investigations  through  all of these are under the  looking into actions like', 'thats an awesome idea. how much would that cost you?', "">How much do you think he's spending on the sex shaming thing?"", 'CANNOTANSWER OP CANNOTANSWER OP', '[https://www.ftgi.gov/comments/faq_requirements_for_services/pdf_pdf_final_input_for_service_requirements_of_forservice_names_for_use]', 'CANNOTANSWER IS A LETTER.']"
11,13,"['not to be outdone investigations  and', ""what is the reason you're asking me to do this?"", 'IANAL but i think that the obama trial for neocon is over? Does h do all the reporting on the FBI vs the government of thomas johnson on a daily basis?', 'How many federal investigations and reviews does the HMRC have?', ""He's not the President."", 'How can he get a job?']"
12,24,"['foreign governments are not the only ones looking closely at  public filings as   and', 'I like you. What was the purpose of that gun?', 'IANAL but i think a lot of people are confused about this and are wondering if a government agency needs to do a restraining order on all private individuals.', ""You're being taken advantage of."", ""i think it's a good way to get through the day without worrying a lot about a situation. i sneezed a little, I thought the uk government should make a ban on guns from the internet but it doesn't sound to me like that's going to happen."", ""You're going to have a sneeze a little at the word scam, but you don't have a sneeze a little at the word scam, but you don't have a sneeze a little at the word scam.""]"
13,27,"['punch in  into fein field and then take a close look at rrf for  and first delnquency letterdue', 'Mr thompson said he did not expect the eu to reciprocate over the customs partnership what that means is uk coll', 'mr thompson said he did not expect the eu to reciprocate over the customs partnership what that means is uk coll', ""he doesn't deserve to have to get a court order to detain him? i wonder if he can prove that it was a bribery"", ""It's a joke!"", 'CANNOTANSWER CANNOTANSWER']"
14,36,"['like a formula  race car every single image imaginable of what will be their life going forward was playing it', 'i dont know what to say i will leave nevada tomorrow for a change in state', 'i would never have guessed that a lawyer is not a lawyer, so that can be very difficult', 'CANNOTANSWER :', 'CANNOTANSWER OP', 'CANNOTANSWER CANNOTANSWER CANNOTANSWER']"
15,40,"['that gun on their nightstand began to get louder and louder some may have actually picked it up only to put it', 'IANAL but i think a lot of people are confused about this and are wondering if a government agency needs to do a restraining order on all private individuals. i guess the answer is very simple : the only way the government can restraining you is if it is a private company.', '> Is this a scam? Is this a scam?', 'CANNOTANSWER:', 'The judge can make a condition ofclause in any probation suspended sentence deferred sentenc', 'A judge is a dummy. It is a dummy and it is a dummy.']"
16,64,"['survey world immigration laws and sample the best to create a model immigration code give federal judges p', ""is the most i've heard in a while"", 'how can the judge consider the tyranny of the treasury committee?', 'Is this the latest episode of a political conspiracy?', '> How does the judge consider the tyranny of the treasury committee?', 'Can you go to a lawyer for the next 5 minutes?']"
