,0,1
0,3,"['both would not be ready by  max fac needs  years customs partnership requires  mr thompson saidthe bord', 'Then why did he leave for r/ChemicalCity today?', 'OP: the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'NAME] is talking about his new job.', 'In the future, the U.S. government and its members will be trying to get together to discuss their respective options, such as the possibility of an upcoming trip to Israel.', 'The restraining order is a governmental statute. It says that the prosecutors are responsible for determining how a person\'s name, address, and job history is determined by the court. This is a restraining order, unless you agree. This is a restraining order, not an ""initiating a criminal investigation."" It means that the judge will make an order that requires an investigation.']"
1,11,"['both would not be ready by  max fac needs  years customs partnership requires  mr thompson saidthe bord', 'its not just the  whos interested in pruitt  the  commit', 'Then why did he leave for r/ChemicalCity today?', 'theresa mays new customs partnership is much cheaper for business almost zero cost because it seeks to replicat both would not be ready by max fac needs years customs partnership requires mr thompson saidthe bord its not just the whos interested in pruitt the commit not to be outdone investigations and this is wrong the judge can', 'OP: the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'CANNOTANSWER OP: OP does not need to wait for the plethora of things going on in your country,', 'NAME] is talking about his new job.', 'CANNOTANSWER OP: CANNOTANSWER OP', 'In the future, the U.S. government and its members will be trying to get together to discuss their respective options, such as the possibility of an upcoming trip to Israel.', 'CANNOTANSWER OP:', 'The restraining order is a governmental statute. It says that the prosecutors are responsible for determining how a person\'s name, address, and job history is determined by the court. This is a restraining order, unless you agree. This is a restraining order, not an ""initiating a criminal investigation."" It means that the judge will make an order that requires an investigation.', '""We don\'t know that this is a scam.']"
2,14,"['both would not be ready by  max fac needs  years customs partnership requires  mr thompson saidthe bord', 'Then why did he leave for r/ChemicalCity today?', 'OP: the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'NAME] is talking about his new job.', 'In the future, the U.S. government and its members will be trying to get together to discuss their respective options, such as the possibility of an upcoming trip to Israel.', 'The restraining order is a governmental statute. It says that the prosecutors are responsible for determining how a person\'s name, address, and job history is determined by the court. This is a restraining order, unless you agree. This is a restraining order, not an ""initiating a criminal investigation."" It means that the judge will make an order that requires an investigation.']"
3,19,"['both would not be ready by  max fac needs  years customs partnership requires  mr thompson saidthe bord', 'Then why did he leave for r/ChemicalCity today?', 'OP: the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'NAME] is talking about his new job.', 'In the future, the U.S. government and its members will be trying to get together to discuss their respective options, such as the possibility of an upcoming trip to Israel.', 'The restraining order is a governmental statute. It says that the prosecutors are responsible for determining how a person\'s name, address, and job history is determined by the court. This is a restraining order, unless you agree. This is a restraining order, not an ""initiating a criminal investigation."" It means that the judge will make an order that requires an investigation.']"
4,21,"['both would not be ready by  max fac needs  years customs partnership requires  mr thompson saidthe bord', 'Then why did he leave for r/ChemicalCity today?', 'OP: the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'NAME] is talking about his new job.', 'In the future, the U.S. government and its members will be trying to get together to discuss their respective options, such as the possibility of an upcoming trip to Israel.', 'The restraining order is a governmental statute. It says that the prosecutors are responsible for determining how a person\'s name, address, and job history is determined by the court. This is a restraining order, unless you agree. This is a restraining order, not an ""initiating a criminal investigation."" It means that the judge will make an order that requires an investigation.']"
5,26,"['both would not be ready by  max fac needs  years customs partnership requires  mr thompson saidthe bord', 'Then why did he leave for r/ChemicalCity today?', 'OP: the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'NAME] is talking about his new job.', 'In the future, the U.S. government and its members will be trying to get together to discuss their respective options, such as the possibility of an upcoming trip to Israel.', 'The restraining order is a governmental statute. It says that the prosecutors are responsible for determining how a person\'s name, address, and job history is determined by the court. This is a restraining order, unless you agree. This is a restraining order, not an ""initiating a criminal investigation."" It means that the judge will make an order that requires an investigation.']"
6,28,"['both would not be ready by  max fac needs  years customs partnership requires  mr thompson saidthe bord', 'Then why did he leave for r/ChemicalCity today?', 'OP: the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'NAME] is talking about his new job.', 'In the future, the U.S. government and its members will be trying to get together to discuss their respective options, such as the possibility of an upcoming trip to Israel.', 'The restraining order is a governmental statute. It says that the prosecutors are responsible for determining how a person\'s name, address, and job history is determined by the court. This is a restraining order, unless you agree. This is a restraining order, not an ""initiating a criminal investigation."" It means that the judge will make an order that requires an investigation.']"
7,30,"['both would not be ready by  max fac needs  years customs partnership requires  mr thompson saidthe bord', 'Then why did he leave for r/ChemicalCity today?', 'OP: the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'NAME] is talking about his new job.', 'In the future, the U.S. government and its members will be trying to get together to discuss their respective options, such as the possibility of an upcoming trip to Israel.', 'The restraining order is a governmental statute. It says that the prosecutors are responsible for determining how a person\'s name, address, and job history is determined by the court. This is a restraining order, unless you agree. This is a restraining order, not an ""initiating a criminal investigation."" It means that the judge will make an order that requires an investigation.']"
8,37,"['both would not be ready by  max fac needs  years customs partnership requires  mr thompson saidthe bord', 'Then why did he leave for r/ChemicalCity today?', 'OP: the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'NAME] is talking about his new job.', 'In the future, the U.S. government and its members will be trying to get together to discuss their respective options, such as the possibility of an upcoming trip to Israel.', 'The restraining order is a governmental statute. It says that the prosecutors are responsible for determining how a person\'s name, address, and job history is determined by the court. This is a restraining order, unless you agree. This is a restraining order, not an ""initiating a criminal investigation."" It means that the judge will make an order that requires an investigation.']"
9,42,"['both would not be ready by  max fac needs  years customs partnership requires  mr thompson saidthe bord', 'Then why did he leave for r/ChemicalCity today?', 'OP: the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'NAME] is talking about his new job.', 'In the future, the U.S. government and its members will be trying to get together to discuss their respective options, such as the possibility of an upcoming trip to Israel.', 'The restraining order is a governmental statute. It says that the prosecutors are responsible for determining how a person\'s name, address, and job history is determined by the court. This is a restraining order, unless you agree. This is a restraining order, not an ""initiating a criminal investigation."" It means that the judge will make an order that requires an investigation.']"
