,0,1
0,1,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it.""]"
1,7,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", 'is under so many federal investigations and reviews its getting hard to keep track right now h', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", 'Are you an expert on the matter?', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", 'What is the difference between the HSRC and the Obamacare plan?', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""I'm surprised the president doesn't have a lot of information regarding the customs partnership."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", 'The government is in charge of the US customs law, but if they are not the only ones, it will be very difficult for them to implement.', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", 'How did you not read the comments?', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", 'So, if you’re an american citizen, do not take part in illegal enactment of the ACA, or do your own polling at your company, then you’re just an idiot?']"
2,9,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it.""]"
3,19,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it.""]"
4,20,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it.""]"
5,21,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it.""]"
6,22,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it.""]"
7,23,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it.""]"
8,27,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it.""]"
9,8,"['is under so many federal investigations and reviews its getting hard to keep track right now h', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""I don't want to lose any business, and I'm not sure I can stop it."", ""Whether it's just me or if I'm an expert on the matter, is subject to much debate."", '""I hate it. You\'re a huge douchebag! You know he\'s going to go sour and i\'ll tell him to get away with it?""', ""What's the difference? Are you a jerk on the matter?"", '""Wearing masks does not help in stopping the virus, it\'s useless and I hate it.""']"
