,0,1
0,2,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it.""]"
1,10,"['is also reviewing whether s pal samantha dravis was col', ""My brother told me about this on one of his classes on FB. He had an ENT exam. He says that it wasn't very effective."", ""Unless it's a virus, it won't stop, right?"", ""Whether or not you're an expert is up to you. What does the HSRC and Obamacare plan do?"", 'Well, I understand that some people can be a little defensive when it comes to the HSRC but the HSRC is a federal plan, so you have to remember that they have no way to legally prevent people from buying prescription drugs.', ""No I hate it. What is the difference? You're an expert on the matter?"", ""I have to be real. I've been a little jerk on this and I never thought about it much. I think I may actually have been a bit offended by what you guys were saying. I hate that you're talking about the US customs regulations. I love that you're the person on a team.""]"
2,14,"['this is wrong the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', 'news flash trump is not going to unblock you jared has security clearance gorsuch is approving laws based o', ""What does it say on the wiki page that says it's useless and I hate it?"", 'What is wrong the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Do you like to wear masks, or do you wear a mask, or do you wear a mask, or do you prefer to wear a mask, and that's the last thing you need to do?"", ""[Hail, that's not what I said.](https://www.st.johns.com/en/misc/a/nfl-republican-a-fiscal-man-care-ethics-revolutionary-ideas/index.html)"", 'So I\'m going to have to say, ""You know, if I want to build a customs partnership for you, then I have to be ready to do it.""', '...What is the difference between the HSRC and the Obamacare plan?', ""You are being facetious. You're an idiot. But you're just being a whiny, elitist, and self-deprecating asshole. It doesn't matter what you do to make me feel better about you. You have no idea how the world works, but if you're going to go and do something that isn't wrong, you have no idea what it is, and you need a break from it."", 'i was just going to say something like, “oh no, the HSRC does not even have much information regarding the US customs partnership.”', 'The government has to say what the government has to say? The government has to say what it has to say? What is the difference between the HSRC and the Obamacare plan?', ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""It's probably worth a try. But the government doesn't seem to be getting out of the way.""]"
3,15,"['this is wrong the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', "">Wooting masks does not help in stopping the virus, it's useless and I hate it. Wearing masks does not help in stopping the virus, it's useless and I hate it. Wearing masks does not help in stopping the virus, it's useless and I hate it."", '> I hate the NSA. I hate this virus.', ""It's actually a pretty enlightening topic."", '> What is the difference between the HSRC and the Obamacare plan?', 'We all have our own problems, you know?', ""I don't want to lose any business, and I'm not sure I can stop it. I want to keep the HSRC. The HSRC and Obamacare plan aren't the same thing.""]"
4,17,"[""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it."", ""Wearing masks does not help in stopping the virus, it's useless and I hate it.""]"
5,7,"['news flash trump is not going to unblock you jared has security clearance gorsuch is approving laws based o', 'What is wrong the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', ""Do you like to wear masks, or do you wear a mask, or do you wear a mask, or do you prefer to wear a mask, and that's the last thing you need to do?"", 'So I\'m going to have to say, ""You know, if I want to build a customs partnership for you, then I have to be ready to do it.""', ""You are being facetious. You're an idiot. But you're just being a whiny, elitist, and self-deprecating asshole. It doesn't matter what you do to make me feel better about you. You have no idea how the world works, but if you're going to go and do something that isn't wrong, you have no idea what it is, and you need a break from it."", 'The government has to say what the government has to say? The government has to say what it has to say? What is the difference between the HSRC and the Obamacare plan?', ""It's probably worth a try. But the government doesn't seem to be getting out of the way.""]"
6,12,"['news flash trump is not going to unblock you jared has security clearance gorsuch is approving laws based o', 'What is wrong the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', ""Do you like to wear masks, or do you wear a mask, or do you wear a mask, or do you prefer to wear a mask, and that's the last thing you need to do?"", 'So I\'m going to have to say, ""You know, if I want to build a customs partnership for you, then I have to be ready to do it.""', ""You are being facetious. You're an idiot. But you're just being a whiny, elitist, and self-deprecating asshole. It doesn't matter what you do to make me feel better about you. You have no idea how the world works, but if you're going to go and do something that isn't wrong, you have no idea what it is, and you need a break from it."", 'The government has to say what the government has to say? The government has to say what it has to say? What is the difference between the HSRC and the Obamacare plan?', ""It's probably worth a try. But the government doesn't seem to be getting out of the way.""]"
7,18,"['news flash trump is not going to unblock you jared has security clearance gorsuch is approving laws based o', 'What is wrong the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', ""Do you like to wear masks, or do you wear a mask, or do you wear a mask, or do you prefer to wear a mask, and that's the last thing you need to do?"", 'So I\'m going to have to say, ""You know, if I want to build a customs partnership for you, then I have to be ready to do it.""', ""You are being facetious. You're an idiot. But you're just being a whiny, elitist, and self-deprecating asshole. It doesn't matter what you do to make me feel better about you. You have no idea how the world works, but if you're going to go and do something that isn't wrong, you have no idea what it is, and you need a break from it."", 'The government has to say what the government has to say? The government has to say what it has to say? What is the difference between the HSRC and the Obamacare plan?', ""It's probably worth a try. But the government doesn't seem to be getting out of the way.""]"
8,21,"['news flash trump is not going to unblock you jared has security clearance gorsuch is approving laws based o', 'What is wrong the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', ""Do you like to wear masks, or do you wear a mask, or do you wear a mask, or do you prefer to wear a mask, and that's the last thing you need to do?"", 'So I\'m going to have to say, ""You know, if I want to build a customs partnership for you, then I have to be ready to do it.""', ""You are being facetious. You're an idiot. But you're just being a whiny, elitist, and self-deprecating asshole. It doesn't matter what you do to make me feel better about you. You have no idea how the world works, but if you're going to go and do something that isn't wrong, you have no idea what it is, and you need a break from it."", 'The government has to say what the government has to say? The government has to say what it has to say? What is the difference between the HSRC and the Obamacare plan?', ""It's probably worth a try. But the government doesn't seem to be getting out of the way.""]"
9,30,"['news flash trump is not going to unblock you jared has security clearance gorsuch is approving laws based o', 'What is wrong the judge canwill make a condition ofclause in any probation suspended sentence deferred sentenc', ""Do you like to wear masks, or do you wear a mask, or do you wear a mask, or do you prefer to wear a mask, and that's the last thing you need to do?"", 'So I\'m going to have to say, ""You know, if I want to build a customs partnership for you, then I have to be ready to do it.""', ""You are being facetious. You're an idiot. But you're just being a whiny, elitist, and self-deprecating asshole. It doesn't matter what you do to make me feel better about you. You have no idea how the world works, but if you're going to go and do something that isn't wrong, you have no idea what it is, and you need a break from it."", 'The government has to say what the government has to say? The government has to say what it has to say? What is the difference between the HSRC and the Obamacare plan?', ""It's probably worth a try. But the government doesn't seem to be getting out of the way.""]"
10,23,"['if youre not sure what to do go to   and find a chapter in your area  they will give you work to', 'Mr. Thompson did not expect the eu to reciprocate over the customs partnership what that means is uk coll.', 'mr thompson said he did not expect the eu to reciprocate over the customs partnership what that means is uk coll', '> I hate the NSA. I hate this virus.', '>The government has to say about the customs partnership? ""The government has to say about the customs partnership?', 'i would have said : ""why would he get away with that?', '> Why would he get away with that? Why would he get away with that? Why would he get away with that? Why would he get away with that? Why would he get away with that? Why would he get away with that?']"
