sender,receiver,message
45,2,i stay home other than the ride to chemo amp when we stop for gas i sit in the car cussing all the non mask wearers do they not care who they may have already killed or may kill i m fighting for my life with st breast cancer don t kill me with covid i want the vaccine
45,11,i stay home other than the ride to chemo amp when we stop for gas i sit in the car cussing all the non mask wearers do they not care who they may have already killed or may kill i m fighting for my life with st breast cancer don t kill me with covid i want the vaccine
45,20,i stay home other than the ride to chemo amp when we stop for gas i sit in the car cussing all the non mask wearers do they not care who they may have already killed or may kill i m fighting for my life with st breast cancer don t kill me with covid i want the vaccine
45,23,i stay home other than the ride to chemo amp when we stop for gas i sit in the car cussing all the non mask wearers do they not care who they may have already killed or may kill i m fighting for my life with st breast cancer don t kill me with covid i want the vaccine
49,45,i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday
45,2,I gotta go a little more! I gotta go!
45,11,i have no idea how to answer that i am so late. the drive up test is on you tomorrow. you will need to have it a few hours to get through.
45,20,"I want to be as smart as you are, I don't want to be as smart as you are. You are smart, eh?"
45,23,i'm just saying i've been a bit late but i'm ready for a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me
49,45,I was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is
45,2,"IANAL! My dad has the covid vaccine and he carries a car. My dad has a covid vaccination. It s what gives you confidence to go to the hospital. I've been diagnosed with stBc with a little covid. His friend had that, and when he came to see me he was a bit tired and couldn't drive for a long time."
45,11,What do you do? Do you ever have a friend who works in a private company? Or do they want to get a private one?
45,20,"I want to be smart as you are, I don't want to be as smart as you are. You are smart, eh?"
45,23,I was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife
49,45,CANNOTANSWER : I was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday i was late but i gotta hand it to he s got me
45,2,Is there anything wrong with this?
45,11,> i stay home other than the ride to chemo amp when we stop for gas i sit in the car cussing all the non mask wearers do they not care who they may have already killed or may kill i m fighting for my life with st breast cancer don t kill me with covid
45,20,"I think this has a good connection to the hivemind who will never learn what a self-destructive, apathetic, and apathetic motherhood means. It's interesting that people think that having to'make up' what a ""bad mommy"" should do to an older woman."
45,23,Is there something more to it?
49,45,I was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is
45,2,"I didn't get my meds and the cpr tests, but I had the covid vaccine. I never had covid before and had a covid vaccine in my pocket so I only had it when I was a child. I've been diagnosed with cancer twice so I've had several times because of the covid vaccine and my covid. That's because I had a covid vaccine with my dad. I can't wait for my doctor to check out."
45,11,I know someone who has a gf that gets sick or who has been sick for years. It would suck if she'd die.
