sender,receiver,message
23,15,i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday
23,19,i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday
28,23,the mask should be over ur nose
45,23,i stay home other than the ride to chemo amp when we stop for gas i sit in the car cussing all the non mask wearers do they not care who they may have already killed or may kill i m fighting for my life with st breast cancer don t kill me with covid i want the vaccine
48,23,those who want to protect themselves from getting sick have every right to masks keep you more safe than no mask in tight settings everyone has the right to do whatever they want now at their discretion
23,15,Is that the joke? I am a geriatric woman and I am not even a person.
23,19,yea i just signed up for the drive up test because i want to see if i can wear it
28,23,I had a good laugh on a radio show about people wearing masks.
45,23,i'm just saying i've been a bit late but i'm ready for a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me
48,23,You want to take a test for a second? Do you have a choice?
23,15,Is that the joke? I am a geriatric woman and I am not even a person. YEAH i just signed up for the drive up test because i want to see if i can wear it I had a good laugh on a radio show about people wearing masks.
23,19,What's the joke? Why not have you got in touch with her?
28,23,"I think that's the real question, but I think the most relevant answer is that there are some laws to make it a lot easier for people to wear masks. Then it becomes easier to explain to the person why it's necessary. That's a real question, no matter how you define it."
45,23,I was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife a drive up test come saturday just signed up to get me and the wife
48,23,I have this one. I need to get the test done because I can't.
23,15,What are you referring to? What is your mom's name?
23,19,"You want to take a test for a second? Do you have a choice? Is that the joke? I think that's the real question, but I think the most relevant answer is that there are some laws to make it a lot easier for people to wear masks. Then it becomes easier to explain to the person why it's necessary."
28,23,Why would the CDC be able to enforce the rules?
45,23,Is there something more to it?
48,23,"I don't have an answer for you, I'll just tell you."
23,15,How about a second test? Do you need a change of name? Is there something more to it? Is it the only thing that could make you feel better about yourself when you get back home? Is there anything else you can do to improve your quality of life and your health?
23,19,"Is there something more to it? I don't have an answer for you, I'll just tell you."
