sender,receiver,message
29,22,can you clarify the mask rules and requirements for hoboken parks and playgrounds
29,28,can you clarify the mask rules and requirements for hoboken parks and playgrounds
39,29,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all
41,29,as someone who was there this weekend who lives in a conservative county in california the residents of texas where kind respectful and upheld mask ordinance better than mins of being back in california please let s not turn our backs on people who need help
43,29,thanks ctl stay safe friends and wear mask if need to go out
29,22,"If it is your first time in a month, you must be okay with it. A good rule of thumb is to wear your own mask or at least you can't let it be a burden on you. Unless you are going out for a drink or something, you need to follow it to the end."
29,28,I am so sorry to hear that. 'can you clarify the mask rules and requirements for hoboken parks and playgrounds can you clarify the mask rules and requirements for hoboken parks and playgrounds'.
39,29,Why does the mask make people smell bad? Its because they are a dick and don't want to be around the people who have to wear theirs.
41,29,"I had the same issue as you: I am in the middle of a battle to change my stance in the past but have been able to get a mask. I am an angry man, the mask ordinance has to be good enough for me to be able to hold it. My stance and I am currently in a shambles. I have a right to ask a question from an honest and helpful person (I know it is a small community), but it is not a good way for me to know when I inevitably come out on a positive change that would"
43,29,> thanks ctl stay safe friends and wear mask if need to go out thanks ctl stay safe friends and wear mask
29,22,> Why does the mask make people smell bad? Its because they are a dick and don't want to be around the people who have to wear theirs.
29,28,"I don't understand how you are going to say ""I have a right to ask a question from an honest and helpful person (I know it is a small community) but it is not a good way for me to know when I inevitably come out on a positive change that would >thank ctl stay safe friends and wear mask if need to go out If it is your first time in a month, you must be okay with it."
39,29,"The answer is: You don't really get the virus if you don't wear a mask. You can wear a mask on your face if you can, and if you can't, you're fine with that."
41,29,"I can assure you that this doesn't sound like a racist situation, but that you should not have a right to be out in the open about a problem like that."
43,29,That s a terrible thing to say
29,22,"It is ridiculous to say something like, ""i don't really get the virus if you don't wear a mask. You can wear a mask on your face if you can, and if you can't, you're fine with that. I can assure you that this doesn't sound like a racist situation, but that you should not have a right to be out in the open about a problem like that."""
29,28,"This is the correct answer. Do not put yourself in danger, a person with a serious illness will get caught in a shitstorm, and you're an asshole, and can't do anything you're not allowed to do."
39,29,">I'd look him in the eye, I mean he's gotta show up to this test and you're gonna have to pull this shit Wearing masks does not help in stopping the virus, it's useless and I hate it."
41,29,So you are going to have to come to the govt and put up a ballot in the next two years to uphold a mask ordinance? Or do you just want to help people that are already in the area?
43,29,>he's got to be on the edge of his seat. That s a terrible thing to say Thanks to - thank you! I am also glad you know how to make this video.
29,22,[https://www.ncssa.org/repair/en-us/details/default/files/articles/2011/14/11/index.aspx?h1=1&u=a1&i=0&g&ee=h1&n=n_&ee=1&ee=a2&ee=&u=3&ee=&f=f0&p=ne&g=mf0=ee
29,28,"I have had this happen to me multiple times... i've had to change my shirt, i can't take it off, I'm wearing my shoes, and the only time I've ever seen it do I want to get the emojis sprayed?"
39,29,"I don't think the question is: ""How much do you actually do that after you get sick?"""
41,29,"It's a pretty sad fact that it's the same story from an Asian man, who wanted to become black. I'd like to know if it's ok to say something about the issue but I don't think it is the right thing to do. Especially if you don't want to take them out of my life."
43,29,I have a feeling you are a bit out of your depth about that stuff.
29,22,"There are a ton of questions, and they're extremely difficult. I don't understand the purpose of that video and don't understand why the author was addressing those questions."
29,28,It doesn't seem like the masks have a definite impact on how people get to the CDC or anything else in the country.
39,29,"I'm trying to be as nice as possible, but I think I'm gonna do what I have to do, and I'm going to do what I want, and that I'm going to do what I have to do. sarcasm is a complex and interesting concept. Wearing masks does not help in stopping the virus, it's useless and I hate it."
41,29,[Council amendment: [Council amendment:]
43,29,">I'm not sure if it's because of my health, but I just can't stand the thought of me having to do something if I don't have a mask."
29,22,"I'm not sure what the proper way to answer your question is, but you're talking about the fact that there is a very wide range of answers and I think you're not allowed to respond to them based on a few criteria."
29,28,> Why does the mask make people smell bad? Its because they are a dick and don't want to be around the people who have to wear theirs.
39,29,"I like the idea of being kind, but also trying to be nice, because I feel he's not even that serious. But this is sarcasm, OP."
41,29,"""As a man with a mask, it's not so bad."""
43,29,"CANNOTANSWER (https://www.cdc.gov/about/virginia/napaloza/publications/virginia-fraud-fem-fraud/article/agdnp-fraud/index.aspx) is a pseudo scientific term. A person who has a virus that has been infected doesn't have to wear a mask. A good mask does not prevent a person from getting sick, it is useless and I hate it. I'd like to put"
29,22,"This is the correct answer. Do not put yourself in danger, a person with a serious illness will get caught in a shitstorm, and you're an asshole, and can't do anything you're not allowed to do."
29,28,"Because the issue isn't the mask, it's the fact that there is some sort of problem with the people that will only be around someone who has a virus. The problem is that the CDC, as a whole, does not enforce rules that prevent people from getting sick."
39,29,>he doesn't care about you enough to not want to be in this situation.
41,29,"''It's a pretty sad fact that it's the same story from an Asian man, who wanted to become black. I'd like to know if it is ok to say something about the issue but I don't think it is the right thing to do. Especially if you don't want to take them out of my life.""''"
43,29,">I'm not sure if it's because of my health, but it is definitely necessary to get a mask. A person who has a virus that has been infected doesn't have to wear a mask, so as to have to wear a mask when it resides in the area."
29,22,"I know, I get sick from wearing masks. But if the problem isn't the virus, I'll be fine. But it's so bad and I can't do anything about it, even if it makes me sick. If the problem isn't the virus, I won't be able to do anything about it, or I can't have a job."
29,28,"CANNOTANSWER (https://www.cdc.gov/about/virginia/napaloza/publications/virginia-fraud-fem-fraud/article/agdnp-fraud/index.aspx) is a pseudo scientific term. A person who has a virus that has been infected doesn't have to wear a mask. A good mask does not prevent a person from getting sick, it is useless and I hate it. I'd like to put This is"
39,29,IANAL but I think that OP will probably just do what he wants when he gets sick and wants to shit off.
41,29,"I can only say I think that it would be racist. Isn't the ACA a valid amendment to uphold a mask ordinance? That's a lot of shit, and it's not a big deal."
43,29,CANNOTANSWER (https://www.cdc.gov/about/virginia/napaloza/publications/virginia-fraud-fem-fraud/article/agdnp-fraud/index.aspx) is a pseudo scientific term. A person who has a virus that has been infected doesn't have to wear a mask. A person who has a virus that has been infected doesn't have to wear a mask when it resides in the area
29,22,"I don't think the ""Case of Congress"" amendment was made on the grounds that ""no fucking masks would be right for the health department to enforce,"" and that ""no masks"" are not ""right"". If the CDC doesn't enforce any ACA regulations, they should just ""fuck off."" This is a very stupid proposition that isn't a valid answer."
29,28,I don't know if this is sarcasm or whether that is sarcasm.
39,29,"So the answer is: ""I want to be as nice as possible, but I think I'm gonna do what I have to do, and that I'm going to do what I have to do."""
41,29,"Honestly, the first thing I thought about was this: ""I'm not your man."" Clearly he was merely a white man. The first thing I thought about was the fact that the black guy who was born in the US said he had no rights to vote. The second thing that I thought about was whether or not they wanted to vote."
43,29,This is one of the most ridiculously well-known things in the world.
29,22,"[The problem is that the CDC, as a whole, does not enforce rules that prevent people from getting sick. The problem is that the CDC, as a whole, does not enforce rules that prevent people from getting sick. Isn't the ACA a valid amendment to uphold a mask ordinance?"
29,28,Why does the CDC prevent the virus?
39,29,"As far as I know, the fact that he's a dick is a sign he's willing to make a compromise and let you see what's up. This makes it so easy to be sarcastic, even though he's an outsider."
41,29,"This isn't about you. This is about the people who are putting sleeve on public. This is about why people are being treated as ""as people with a mask, it's not racist."""
43,29,"There is a lot of stuff that is misrepresented in the world of medical care, such as the ""Punitive Medicine and Reproductive Medicine"" (PAMA), which covers the subject of health and reproductive health, and includes things like being able to wear a mask when re-infection is not a legitimate concern."
29,22,A mask is not required to remove virus symptoms from someone whose skin is still damaged or weakened. It's more than likely to damage your skin and make you ill. You can't wear a mask to prevent infection if you haven't already.
29,28,"""I want to be as nice as possible, but I think I'm gonna do what I have to do, and that I'm going to do what I have to do."""
39,29,"CANNOTANSWER: ""I like the idea of being kind, but also trying to be nice, because I feel he's not even that serious. But this is sarcasm, OP. It's sarcasm. It's like, the human body is the most sensitive and sensitive organ in the body. The question is why did he decide to stay with this person for only 4 weeks? Wearing masks does not help in stopping the virus, it's useless and I hate it."""
41,29,"Why is it so bad that the mask ban, even after it's been passed by congress, is still legal in many states? It's also not legal to put a mask on a public street because of a gender barrier. It's just that they're making people look bad. They are not being treated like crap. I think it's a good thing that this is a national issue. Honestly, the first thing I thought about was this: ""I'm not your man. Clearly he was merely a white man."
43,29,You've got a lot of ideas. You can't get sick and get sick if you're not wearing a mask. I feel like a big deal if you don't have any.
29,22,This is the most ridiculously well-known thing in the world. The guy is a stupid and stupid man who wants to be as nice as possible but doesn't really get it and is very clearly deceiving. That's a pretty obvious reason.
29,28,"I just want to say: ""I hate to say something stupid because I hate people. I love to go out and talk to them and listen to them""."
39,29,"'I don't think the question is: ""How much do you actually do that after you get sick?"""
41,29,I don't think the issue is being addressed by being in the middle of a fight with people who don't want to get a mask. But it's just a mask and a mask is just a mask.
43,29,CANNOTANSWER (https://www.cdc.gov/about/virginia/napaloza/publications/virginia-fraud-fem-fraud/article/agdnp-fraud/index.aspx) is a pseudo scientific term. A person who has a virus that has been infected doesn't have to wear a mask. A person who has a virus that has been infected doesn't have to wear a mask.
29,22,"That's pretty obvious. Until you know why, there's no reason to get sick. I mean, just because someone doesn't want to be in a situation of fear, and they haven't already, but can't get rid of it doesn't mean that there's something wrong with people."
29,28,A person who has a virus that has been infected does not have to wear a mask. A person who has a virus that has been infected doesn't have to wear a mask. A person who has a virus that has been infected doesn't have to wear a mask.
