sender,receiver,message
58,3,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,14,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,16,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,19,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,21,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,22,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,33,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,36,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,38,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,42,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,45,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,47,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,48,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,50,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,51,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,55,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,57,"Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
73,58,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops
76,58,putting on a mask to walk ten feet through a restaraunt and then taking it off when i get to my table is one of the dumbest things things i ve ever done in my entire life and i ve done a lot of dumb things
77,58,I lose a mask at least four times a day. This whole thing is a scam.
80,58,i love coaching however if one official or admin address me about our players not wearing a mask or wearing it properly under a helmet i will resign and not coach until this nonsense stops
91,58,I lose a mask at least four times a day. This whole thing is a scam.
58,3,"There's also a bit of a joke called ""Napsters. "" You know, the ""Hippy"" part. You're supposed to wear a mask to help keep you out of the way, and there are a lot of other things you can do."
58,14,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
58,16,Trump and Ingraham are destroying all our rights and promoting a culture where it's a common practice. Ingraham is taking advantage of it.
58,19,This is a good one. You are out there with them. They don't like masks. They have no rights and they haven't even talked to them about it.
58,21,"There's a book about them. Do the people not think it's ok to wear a mask? If so, they are wrong."
58,22,"OP, I'm a little annoyed that the government is so obnoxious with their policy on putting on masks."
58,33,"""We cant be the one to see it if we don't wear the mask.. You can't be the one to see it"""
58,36,"Then you'll be the one who's blaming the president for everything. And, you know, what the fuck was the president's response?"
58,38,"Thats the morality of that piece of legislation. The other thing is, that's not the right way to do that. If she was ok, and we didn't get a deal, the first thing she did was fuck the president for saying it, but now it's just like a trick."
58,42,You can tell this is what the law is saying by the way.
58,45,That's a good one.
58,47,I like the idea of that.
58,48,"So basically the answer is : No. Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,50,"I mean, there's a few of us here, so what do you mean by ""Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,51,"Yes, and it's ok to wear a mask, but I don't think she is a legitimate doctor."
58,55,"As a former RN and veteran of the RN program, this is how I came to learn that the NIH had a policy of prohibiting people from wearing a mask in the event they were attacked by a virus."
58,57,You are making a huge statement that putting on a mask is the only way to prevent the spread of a virus. Is this true?
73,58,I have been wearing a mask for about 7 years now. I am sorry
76,58,That's a very interesting thing to say to me.
77,58,I lost my mask when I was a teenager. I would make fun of the people who I was with.
80,58,I don't know what else I can do but we aren't sure what a good deal of the government in our country would do if we weren't able to wear masks for the duration of the game.
91,58,I am so sorry that happened.
58,3,There's no way to stop them from wearing masks. I think they are just not a good idea. It's really not like a good idea.
58,14,I think the NSA is a good thing.
58,16,"It's the same problem as the Obama's ""Pence of Perpetuity"" rule."
58,19,"Using a mask doesn't stop a virus from spreading. The President doesn't even realize how great a virus can be. He doesn't realize that the government doesn't want us to have that virus. He sees a chance to stop it and can do so, and he's done it."
58,21,"That’s what I’m thinking, OP. I’m not sure what you mean by that. This isn’t a news article..."
58,22,It's not ok to wear a mask. You are making a huge statement that putting on a mask is the only way to prevent the spread of a virus.
58,33,"In the end, I think the best option here is to take a look at how to protect yourself from a virus."
58,36,"OP, I'm a little annoyed that the government is so obnoxious with their policy on putting on masks."
58,38,"I don't know what other people here understand. You are a little annoyed that the government is so obnoxious with their policy on putting on masks. ""We cant be the one to see it if we don't wear the mask.. You can't be the one to see it"" Then you'll be the one who's blaming the president for everything. Then you'll be the one who's blaming the president for everything. If she was ok, the other thing is, her choice on what a policy"
58,42,"So basically the answer is : No. Trump said it's ok not to wear mask, and Ingraham said it's restricting our rights to keep us locked inside! You know our right to die and infect (kill) others. Why isn't Ms. Ingraham out there with them."
58,45,It's the only way to prevent the spread of a virus.
58,47,You could still wear a mask for about 7 years. Is there any point in going to an NIH clinic to ask for this to end? If you would like to know the best way to do it.
58,48,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.Trump and Ingraham are destroying all our rights and promoting a culture where it's a common practice.
58,50,"I'm not sure where I get this, but the NIH's policy on putting on masks is also a joke that people who have already been in a position of power or knowledge to do so would be forced to leave."
58,51,"> As a former RN and veteran of the RN program, this is how I came to learn that the NIH had a policy of prohibiting people from wearing a mask in the event they were attacked by a virus. You are making a huge statement that putting on a mask is the only way to prevent the spread of a virus. Is this true?"
58,55,"Yes, that is why we are still using a mask."
58,57,"This was my question, but I don't think it was correct."
73,58,Vaccinating against the virus is the best way to prevent this. Please wear masks.
76,58,"Well, you've probably done a lot of dumb things to say to me. I feel like this is a good thing, and you seem to have done a lot of dumb things."
77,58,"I would like to point out that the Obama administration used the use of the name ""immigrant gov"" to avoid spreading a virus in a bunch of people."
80,58,"This is what you're trying to say, in the article, to avoid. [Even if this is what your goal is, the coach is the one to do it. They need to know their role in preventing this from happening, so they can decide on what to do.](http://www.edward.edward.edward.edward.edward.edward.edward.edward.edward.edward.edward.edward.edward.edwards.edwards"
91,58,"Unless you're playing football in a club with no sassy coach on the other hand, then putting on a mask is an incredibly dangerous and unnecessary tactic, as you'd be surprised if people would get away with it."
58,3,"If you want to protect yourself, a prankster is not a good idea. Putting on a mask is a crime and a very bad idea."
58,14,It's a joke. They want people to know the best way to do it.
58,16,"Well, the biggest issue is that the NIH has no policy on putting on masks and doesn't want to give the players a choice between a mask and a shield to stop the spread of a virus."
58,19,"It's not a policy that's being promoted to stop them from spreading a virus, it's a policy that will be enforced in the next few years by the government."
58,21,"You have never actually been in a position of power. If you have been the President's ally in the past, then your decision to end the policy based on the last one is a blaming move. If you are currently the President, then you are on your own."
58,22,I feel like they're making some pretty stupid and offensive statements. It's probably just a way of saying that in the US there is a very specific role to play for the health and safety of our people.
58,33,It's not even an issue. I'm a RN and a current doctor if you have a question on the subject.
58,36,This is the way we're talking about this... The NSA and the government are doing this in a way that makes them sound bad.
58,38,"You fucked up. I can't imagine what the Obama administration is doing. I see a lot of people in there who might think that putting on a mask would stop the spread of the virus. So the fact that she's not wearing a mask, or maybe not actually trying to get the president out of there a way to prevent it is a little funny, but if you really think the government is a good candidate to get that away with, let's just look at the fact that they're not a good candidate."
58,42,>Is there any point in going to an NIH clinic to ask for this to end?
58,45,"I'd prefer not to wear a mask, but I'm sure I can help with your questions about your question."
58,47,"...but I don't think that the people of this world are going to care about her... unless you're playing football in a club with no sassy coach on the other hand, then putting on a mask is an incredibly dangerous and unnecessary tactic, as you'd be surprised if people would get away with it."
58,48,"The fact that the president is actually putting on a mask is not an excuse to be out in public. The president, not himself, isn't a racist. It's not his right to prevent it, and it is not his right to protect us from the world."
58,50,"A good example of what the nih did to the military, is the ""I'm putting on a mask to stop a virus from spreading"". The mask was made for the nih."
58,51,You are using a mask.
58,55,I think that is a bad thing. It isn't that the policy on putting on a mask is obnoxious.
58,57,"""It's the same problem as the Obama's ""Pence of Perpetuity"" rule. Using a mask doesn't stop a virus. He doesn't realize that the government doesn't want us to have that virus. He sees a chance to stop it and can do so, and he's done it."
73,58,"This was really not funny at all, but the ad is all about masks. I can't speak for other players, I can't talk about the players themselves. I have never seen the problem with a mask. I don't think it is worth it to go to the doctor to test for a virus but I think a mask can help prevent the problem. I think there is more to this as well, but if you're not going to go to a doctor and get tested it is an issue."
76,58,I can't find any more information about what the government is doing to stop the spread of a virus.
77,58,"I've never heard of this, and I don't think I've heard of any other person that did this."
80,58,That is a restraining order. I just can't stand that kind of guy.
91,58,I'm not a good athlete and I don't like wearing masks as a sport.
58,3,Obama has a problem with putting on a mask. It can be a great way to show off his strength and influence.
58,14,"We don't even have a rule about it being a bad thing, it's just the way it is. It isn't going to work in the next few years."
58,16,"That's probably why it's not funny. Until now, you've been making it sound like you've been trying to get an answer to the question of who wants to be president. You don't need to see the president for any more than a brief moment to find out if he is trying to get rid of the president's mask."
58,19,>I'm a RN and a current doctor if you have a question on this subject.
58,21,"And then, by saying this, you mean it was Trump's decision, not the people who made the decision. The truth is that it's a bad idea."
58,22,I think you're being sarcastic.
58,33,"I'm not sure where you're coming from, but this is how I think it is, especially when it's a topic that's incredibly important. The NSA is using some stupid, offensive statements against the US."
