sender,receiver,message
64,6,really interesting in light of people s resistance to wear a mask both the mask and the shopping cart are measurements of empathy
64,20,really interesting in light of people s resistance to wear a mask both the mask and the shopping cart are measurements of empathy
69,64,hr sent out an email saying those of us who s fully vaxxed w proof can go maskless again in the office yea i m good i m still wearing my mask
70,64,as encouraging as this news is please remember that this new cdc guideline still calls for wearing masks in federal facilities including airports mask wearing vaccinated or not is still required at syr and all u s airports
77,64,wholeheartedly agree in the last weeks i have had a friend lose his mom to covid and other friend hospitalize with it yesterday i have quit talking to family who insist they don t believe superspreader events happen in churches and people have a right to not wear a mask
86,64,can we developed a mask or helmet that will protect us from corona and that everyone would have to wear to go outside for a month or that would allow us to open up the economy again
90,64,hey i just saw you are running miles across florida right now curious if you would share what is the route im in orlando and would love to come run with you even if just for a mile i d wear a mask and keep distance
93,64,excellent exandle of the importance and reliance of everyone in the community to do their part the people that put themselves at risk everyday so you can have food safely produced and delivered to you to eat it s not hard to wear a mask on a run
96,64,please wear a mask and bend over
101,64,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
64,6,"I know there are many people who wear masks in the world. It really helps us in our fight against the avian influenza. Especially the kind people who run for a living. The masks in general, are great."
64,20,"Yeah, the CDC still calls for the use of a mask, but you need to do your part. This makes it harder for people to think about this if they just think about it."
69,64,That was a very good post. I had to go back to work and start a new job. Having a job would save me a lot of time. It would be a real treat to get to the next level.
70,64,> as encouraging as this news is please remember that this new cdc guideline still calls for wearing masks in federal facilities including airports mask wearing vaccinated or not is still required at syr and all u s airports as encouraging as this news is please remember that this new cdc guideline still calls for wearing masks in federal facilities including airports mask wearing vaccinated or not is still required at syr and all u s airports as encouraging as this news is please remember that
77,64,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.
86,64,"The only way to get vaccines is to go to the doctor and get tested for it, then to have them removed, or else they will wear a mask for another month."
90,64,I'm the same way.
93,64,"if someone put their hand on their face and I tried to cut their nose in half, they'd just go out and bite it on the head and fuck it."
96,64,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
101,64,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
64,6,"Yeah, the CDC still calls for the use of a mask, but you need to do your part. This makes it harder for people to think about this if they just think about it."
64,20,It would be good to have a job to make it.
69,64,"CDC is using the info to stop the spread of the virus. Apparently, they have been using the info to reduce the risk of having a virus. Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus."
70,64,"If you don't have a life insurance policy that isn't mandatory, you'll need a CDC AP license to fly at your airports without a mask if you want to use them in your business. That's a lot of time for a travel insurance policy. You'll need a full health insurance policy and a sane health insurance policy."
77,64,"That's a great sentence. And if you want a vaccination in the future, that is what I want you to do. You are the man. You have a right to wear a mask, you just have to get into the right place."
86,64,They will be testing new antimicrobial masks that will prevent the spread of the disease.
90,64,"Is this just you or you in the right place at the right time? And if you haven't yet you haven't heard of the free country, the way it is called in Florida is a really good one."
93,64,"It's not a joke, it's a thing."
96,64,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
101,64,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
64,6,"A mask would eat you, it'd eat you, and if you got the right one. You would wear it for days, maybe for weeks, but would wear it for a week, or more."
64,20,"In this country, if the government wants to fight avian influenza, they have to do so at the airport. It is more efficient to be dressed with masks, and not necessarily in public places."
69,64,That's the real question. Are you saying it's the right thing to do?
70,64,> The CDC has a LOT of information about how they want to combat spread of the deadly virus at their airports.
77,64,I'm a nerd.
86,64,"> I mean, we aren't the only ones who wear a mask to get vaccinated for viruses that are spread outside. The CDC is testing it, and there are plenty of people who wear a mask to protect themselves from viruses."
90,64,"So, I’m going to go and run a run, a movie or a movie. I’m a big fan of wearing a mask in public. I’m going to be running over here for you if you are in Orlando."
93,64,I've seen a lot of people wear a mask on a daily basis and its hard to imagine not having a run.
96,64,Wearing a mask is part of the measures deployed by the government to aid in stopping the spread of a virus.please wear a mask and bend over
101,64,"Wearing masks does not help in stopping the virus, it's useless and I hate it."
64,6,This is exactly why we are fighting this terrible epidemic. We have this horrible disease that's making our whole lives miserable. We need to get a vaccine a second time. It would be terrible if we were in our position.
